,Sample name,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32520,,,,,,,627224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32519,,,,,,303767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764661,,,,,,,,,,,,,,,
32518,,,,,,,,,,,,,,,,,,,,189088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32517,,,,,,,,,,,,,,,,,,,,,572261,,,,,,,,,,,,,,,,,,327690,,,,,,,,,,,,,,,,
32508,,,,,,,,,,,,,,555898,476984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529829,,,,,,
32507,,,,,,,,,,,,,763548,,,327177,,129339,,,,,,,,,,,544253,,,,,,,,,,,,,,,,,1236010,,896420,,,,,,,
32506,,,,,,,,,,,,835694,,,,,,,,,,,,,,669222,869682,623529,,,,,,,,,,,,,,,,,,,1245970,,,448010,420712,,,,
32505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247070,,,,,,,,,,
32504,,,,,,,,,,,885378,,,,,,,,,,,,,,739641,,,,,,,,,,,,,,,,,,716295,1286120,,,,,,,,,,,
32503,,,,,,,,,,636172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32502,,,,,,,,,,,,,,,,,,,,,,,,624675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625929,,,,,,,,,,,,,
32500,,,,,,,,,488586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32499,,,,,,239447,,,,,,,,,,,,,,,,622312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32498,,,,,,,,,,,,,,,,,,,,229781,,,,,,,,,,,,,,,,,,,,478453,694275,,,,,,,,,,,,,,
32496,,,,,,,433606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348147,,,,,,,,,,,,,,,,
32486,,,21434.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343255,,,,
32485,,,,14157.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,,,,,,,,,,,,,,,,,,,,,,,,523967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32483,,,,,,,,,,619062,,399479,,,,,,,,,,,,,,432340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32482,,,,,,,,,,,,,,,,,,,,,,,985997,,,,,,,,,,,,,,,,,,,,,1039640,,,,,,,,,,,
32481,,,,,,,,,,,,,,,,,,,,,,,,821582,,,,,,,,,,,,,,,,,,,786908,,,,,,,,,,,,
32480,,,,,,,,856677,711103,,509019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850083,,,,,,,,,,,,,
32479,,,,,,,,,,,,,,,,,,,,,,987929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32478,,,,,,,627180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461350,558800,1005630,,,,,,,,,,,,,,
32476,,,,,,,,,,,,,,,,,,,,195728,632506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32475,,,,,,415750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32472,,,,,,,,,,,,,,,,,,117464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32471,,,,,,,,,,,,,,,,,201642,,,,,,,,,,,,,,120124,,,,,,,,,,,,,,,,,,,,,,,,
32470,,,,,,,,,,,,,,,,259064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626361,,,,,,
32468,,,,,,,,,,,,,,,343028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32467,,,,,,,,,,,,,,502638,,,,,,,,,,,,,,,,161168,,,,,,,,,,,,,,,,,,678761,,,,,,,
32466,,,,,,,,,,,,,,,,,,,71815.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32465,,,,,,,,,,,,,,,,,,,,,,,,,,,,648773,449218,,,,,,,,,,,,,,,,,,1058880,,,,,,,,
32464,,,,,,,,,,,,,705780,,,,,,,,,,,,,,636381,,,,,,,,,,,,,,,,,,,1173060,,,,,,,,,
32463,,,,,,,,,,,,601494,,,,,,,,,,,,,,670764,,,,,,,,,,,,,,,,,,,1147960,,,,,,,,,,
32462,,,,,,,,,,,,,,,,,,,,,,,,,820751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32461,,,,,,,,,,839190,763770,,,,,,,,,,,,,689818,,,,,,,,,,,,,,,,,,,,1338880,,,,,,,,,,,
32459,,,,,,,,,569541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328300,,,,,,,,,,,,
32458,,,,,,,,529208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469215,,,,,,,,,,,,,,,
32456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325931,,,,,,,,,,,,,,,,
32453,,,,,,359756,,,,,,,,,,,,,,,582862,,,,,,,,,,,,,,,,,84323.9,,,,,,,,,,,,,,,,,
32443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288890,,,,,,,,,,,,,
32442,,,,,,,,,,760276,,,,,,,,,,,,,,938348,585176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32441,,,,,,,,,,,492828,392326,,,,,,,,,,,1125600,,,326048,,,,,,,,,,,,,,,1211670,,,,738463,,,,,,,,,,
32440,,,,,,,,,,,,,,,,,,,,,,,,,,,257010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32439,,,,,,,,988658,820097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478183,,,,,,,,,
32437,,,,,,,753497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697711,,,,,,,,,,,,,,,
32436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017340,,,,,,,,,,,
32435,,,,,,,,,,,,,,,,203647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32433,,,,,,482102,,,,,,,,,,,213787,225023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225347,299143,,,,
32432,,,,,,,,,,,,,,,,,,,109236,319853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420042,,,,,,
32431,,,,,,,,,,,,,,,197591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32430,,,,,,,,,,,,,,371784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661572,,,,,,,
32426,,,,,,,,,,,,,,,,,,,,,,852388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,,,,,,,,,,,,,511479,,,,,,,,,,,,,,,362519,,,,,,,,,,,,,,,,,,,579179,,,,,,,,
32422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260021,,,,,,,,,,,,,,,,,,,,,,,,,,
32421,,,,,,,,,,,,,,,,,,,,,712421,,,734705,,587448,,,,,,,,,,,,,,941829,,,,,,,,,,,,,,,
32420,,,,,,,,948048,658055,,732740,588584,,,,,,,,,,,,,,,376044,,,,,,,,,,,,,,,,,1266070,,,,,,,,,,,
32419,,22817.7,,,,,827367,,,782473,,,,,,,,,,,,,,,665056,,,,,,,,,,,,,,,,1095370,,1267490,,,,,,,,,,,,
32418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496679,,,1410810,,,,,,,,,,,,,
32414,,,,,,457974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32405,,,,,,,,,,,,,,,,,,,,,,,,,,,547166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087720,,,,,,,,,,
32403,,,,,,,,,,800857,598560,527112,,,,,,,,,,,,,,,,227648,,,,,,,,,,,,,,,,1076300,,808134,,,,,,,,,
32402,,,,,,,,,,,,,462905,287548,220971,,,,,,,,,,736920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217800,,,,639798,,,,,,,,
32400,,,,,,,,,854326,,,,,,,,,,,,,,,766911,,,,,,,,,,,,,,,,,,1224810,,,,,,615769,,,,,,,
32399,,,,,,,,,,,,,,,,,,,,,,,752304,,,,,,,,,,,,,,,,,,935535,,,,,,,,,,,,,,
32398,,,,,,,,774155,,,,,,,,,,,,,,801909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797427,,,,,,,,,,,,,,,
32393,,,,,,,,,,,,,,,,,,164435,,,,,,,,,,,,,,,,,,,,,627751,,,,,,,,,,,,,,,,
32392,,,,,,,,,,,,,,,,,,,,284858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32389,,,,,,,,,,,,,,,,,,,85918.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462038,,,,,,
32388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286966,,,,,
32386,,,,,,,,,,,,,,,,209464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281379,,,,
32384,,,,,,,,,,,,,,,210346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846529,,,,,,,,
32382,,,,,,,,,,,,574129,571665,,,,,,,,,,,,,,341922,513532,,,,,,,,,,,,,,,,,,,,,,,,,,,
32381,,,,,,,,,,,,,,,,,,,,,,926809,754806,651552,,427270,,,,,,,,,,,,,,,,,,,1049160,,,,,,,,,,
32380,,,,,,,,827616,575119,,627320,,,,,,,,,,,,,,673725,,,,,,,,,,,,,,,,,,1172130,,,,,,,,,,,,
32379,,,,,,,834184,,,551067,,,,,,,,,,,746288,,,,,,,,,,,,,,,,,,,870026,1349710,,,1329270,,,,,,,,,,,
32377,,,,,,461853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386394,,,,,,,,,,,,,,,,,,,,,,,,,,
32365,,,,,,,,,,,,,,436070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278059,,,,,,
32364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182730
32363,,,,,,,,,,,,,547422,,,,,,,,,,,,,,,416205,,,,,,,,,,,,,,,,,,,,,,,,,,,
32362,,,,,,,,,,,1006620,853932,,,275175,,,,,,,,,,,956232,580161,,,,,,,,,,,,,,,,,,,1436650,963250,312496,,,,,,,
32361,,,,,,,,,,,,,,,,,,,,,,,,,1389510,,,,,,,,,,,,,,,,,,,1785490,1307950,,,,,,,,,,
32360,,,,,,,,,,,,,,,,,,,,,,,,1237910,,,,,,,,,,,,,,,,,,,1820710,,,,,,,,,,,,
32359,,,,,,,,,,1262250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800160,,,,,,,,,,,,,
32358,,,,,,,,,1362210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32357,,,,,,,,,,,,,,,,,,,,,,,1437270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32356,,,,,,,,1369850,,,,,,,,,,,,,,1242030,,,,,,,,,,,,,,,,,,1090600,,,,,,,,,,,,,,,
32355,,,,,,498622,975802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804130,,,,,,,,,,,,,,
32354,,,,,,,,,,,,,,,,,,,,207645,1026410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124182,,,,,,,,,,,,,,,,,
32342,,,,,,,,,,,,332618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32340,,,,,,,,,,,,,,,,,,,,,,,,619425,,417702,,,,,,,,,,,,,,,,,,,576121,,,,,,,,,,
32339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785591,,,,,,,,,,,
32338,,,,,,,1025370,,,484196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951767,1205070,,1096070,,,,,,,,,,,,
32337,,,,,,,,,611493,,,,,,,,,,,,,,,,422993,,,,,,,,,,,,,,,,,1458360,,,,,,,,,,,,,
32336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746292,,,,,,,,,,,,,,,,
32335,,,,,,659770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124345,,,,,,,,,,,315078,,,,,,
32330,,,,,,,,,,,,,,,,150245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363568,,,,,,,,,,,,,,,,,,,,,,,,,,
32327,,,,,,,,,,,,,,408400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32326,,,,,,,,,,,,,,,366950,,,,,,,,,,,,,437958,,,,,,,,,,,,,,,,,,,,578602,,,,,,,
32324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888952,,,,,,,,
32323,,,,,,,,,,,,,521782,,,,,,,,,,,,,,429263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029830,,,,,,,,,
32321,,,,,,,,,,,,634190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087650,,,,,,,,,,
32320,,,,,,,,,,,,,,,,,,,,,,,,,,650571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319,,,,,,,,,,,873885,,,,,,,,,,,,,,954120,,,,,,,,,,,,,,,,,,,1485830,,,,,,,,141916,,,
32317,,,,,,,,,,908415,,,,,,,,,,,,,,1141280,,,,,,,,,,,,,,,,,,,1688300,,,,,,,,,,,,
32316,,,,,,,,,935378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32315,,,,,,,,1069190,,,,,,,,,,,,334427,,,1141320,,,,,,,,,,,,,,,,,,1285920,1813790,,,,,,,,,,,,,
32314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89146.9,,1074690,,,,,,,,,,,,,,,
32313,,,,,,467414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601885,,,,,,,,,,,,,,,,
32300,,,,,,,,,,,,,,,,,,,,,,,,,,313356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32299,,,,,,,,,,,,,,,,,,,,,,,745688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32298,,,,,,,,1140280,,523647,354729,,,,,,,,,,984771,1269330,,,,,,,,,,,,,,,,,,,,1199380,,,,,,,,,,,,,
32297,,,,,,,,,742492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615440,1429100,,997706,889721,,,,,,,,,,,
32296,,,,,,,1201990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174110,,,,,,,,,,,,,,,,
32293,,,,,,831164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708824,,,,,,,,,
32292,,,,,,,,,,,,,,,,,,,,212452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104939,,,,,,,,,,,,,,,,,
32290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544283,,,,,,
32289,,,,,,,,,,,,,,544846,,200115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788748,,,,,,,144680,,,
32288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790256,,,,,,,
32287,,,,,,,,,,,,,,,466516,,,,,,,,,,,,,514485,448320,191124,,,,,,,,,,,,,,,,,972742,,,230584,321682,,,,
32285,,,,,,,,,,,,,597115,,,,,,,,,,,,,,179883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32281,,,,,,,,,,,,388052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95852.3,,,,,,,,,,,,,,,,,
32264,,,,,,,,,,,,,,,,,,,,,,,,,,484231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32262,,,,,,,,,,,859345,,,,,,,,,,,,,,979889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,,,,,,,,,,,,657872,,,,,,,,,,,,,,,232169,,,,,,,,,,,,,,,,,1755000,1238250,,,,,,,,,,
32259,,,,,,,,,,1181160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228680,,,603260,,,,,,,,,
32258,,,,,,,,2857130,2143120,,,,,,,,,,,,,,2555510,1359030,,,,,,,,,,,,,,,,,3656560,3286780,,,,,,,,,,,,,
32257,,,,,,,,,,,,,,,,,,,,,,2748080,,,,,,,,,,,,,,,,,,2407210,,,,,,,,,,,,,,,
32255,,,,,,,1945270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32254,,,,,,,,,,,,,,,,,,,,,1669510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32252,,,,,,937837,,,,,,,,,,,,,,456654,,,,,,,,,,,,,,,,,,,1213880,,,,,,,,,,,,,,,,
32251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157755,,,,,,,,,,,,,,,,,
32250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193269,,,
32248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545333,,,,,,
32247,,,,,,,,,,,,,,,378131,293271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648987,,,,,,,
32246,,,,,,,,,,,,,,,,,248778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344273,,,,,,,,,,,,,,,,,,,,265938,,,,,
32244,,,,,,,,,,,,,,372819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248624,,,,
32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,272366,261728,,,,,,,,,,,,,,,,,,,,,,,,,,
32241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678243,,,,,,,,
32239,,,,,,,,,,,,515555,459338,,,,,,,,,,,,,,373654,,,,,,,,,,,,,,,,,,942822,713162,,,,,,,,,
32238,,,,,,,,,,,,,,,,,,,,,,,,802543,755003,566219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32237,,,,,,,,790721,,,,,,,,,,,,,,,707549,,,,,,,,,,,,,,,,,,,,1398510,1333590,,,,,,,,,,,
32236,,,,,,,1123770,,728382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450180,952308,1122220,,,,,,,,,,,,,
32235,,,,,,966167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363110,,,,,,,,,,,,,,,,
32233,,,,11081.1,,,,,,,,,,,,,,,,420262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32231,,,,,87941.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194800,,,,,,,,,,,,,,,,,
32223,,,,,,,,,,,,,,,,,,,,,,,,,,,,166598,,,,,,,,,,,,,,,,,,,,,,,,,,,
32222,,,,,,,,,,,,,356938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32221,,,,,,,,,,,1018770,551701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32220,,,,,,,,,,,,,,,,,,,,,,,,,894728,597666,,,,,,,,,,,,,,,,,,,909025,587363,,,,,,,,,
32219,,,,,,,,,,1044920,,,,250352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751560,,,,,,,,,,,
32218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621780,,,,,,,,,,,,
32217,,,,,,,,,1458560,,,,,,,,,,,,,,,1104510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32216,,,,,,,,1859370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269720,,,,,,,,,,,,,
32215,,,,,,,,,,,,,,,,,,,,,,,1570380,,,,,,,,,,,,,,,,,,2172030,,,,,,,,,,,,,,
32214,,,,,,,,,,,,,,,,,,,,,,1617040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32213,,,,,,,1087790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651790,,,,,,,,,,,,,,,
32212,,,,,,,,,,,,,,,,,,,,,1036300,,,,,,,,,,,,,,,,,,1099650,,,,,,,,,,,,,,,,
32211,,,,,,,,,,,,,,,,,,,,390756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32210,,,,,,714998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297905,,,,,,,,,,,,,,,,,
32202,,,,,,,,,,,,,,,,,,,,,,,,,,,,376043,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,,,,,,,,,,,,,631548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32197,,,,,,,,,,,,,,354964,,,,,,,,,,,689101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32196,,,,,,,,924064,643770,,,,,,,,,,,,,,,749243,,,,,,,,,,,,,,,,,,,1299850,,,,,,,,,,,,
32195,,,,,,,1176280,,,,,,,,,,,,,,,,,,,,,,210352,,,,,,,,,,,,1572960,1243530,,1373210,,,,,,,,,,,
32194,,,,,,,,,,,,,,,,,,,,,1250940,736800,,,,,,,,,,,,,,,,,1353680,1656860,,,,,,,,,,,,,,,
32193,,,,,,1180240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32191,,,,,,,,,,,,,,,,,,,,543138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427290,,,,,,,,,,
32183,,,,,,,,,,,,,,,,,,,,,,,,,,782638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32182,,,,,,,,,,,,797646,,,,,,,,,,,,,,,561319,,,,,,,,,,,,,,,,,,,1157060,,,,,,,,,
32181,,,,,,,,,,,964994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860894,,225319,,,,,,
32180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275522,,,,,,,
32179,,,,,,,,,,803954,,,,,,,,,,,,,,,751035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32171,,,,12166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32170,,33440.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,,,,,,,,,,,,,,,,,,,,,1293930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62009.9,353750,,,,,,,,,,,,,,,,,
32162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394610,,,,,,,,,,,,,,,
32161,,,,,,,,5118310,,,,,,,,,,,,,,3505470,4528110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
