,Sample name,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo
33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463351,,,,,,,,
32998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251466
32995,,,,,,,,,,,,,1085060,759924,,,,,,,,,,,,,,,,,1028470,583852,,,,,,,,,,,,,,,,,914660,,,,,,
32993,,,,,,,,,,,655428,,,,,,,,,,,,,,,,,,,880192,,,,,,,,,73776.1,,,,,,,,,,,,,,,,
32989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811902,,,,,,,
32984,,,69991.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32983,,,,,,,,,,,,,,,,,,,,,,,,,,,,289335,,,,,,,,,,,,,,,,,,,,,,,,,,,
32981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454975,,,,,,,,155187,
32980,,,,,,,,,259478,,,,,,,,,269531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850512,,
32979,,,,,,,,,,,,,,,,3157920,1027300,,,,,,,,,,,,,,,,,2743350,1146250,,,,,,,,,,,,,,,,,2275030,,,
32978,,,,,,,,,,,,,,,2591830,,,,,,,,,,,,,,,,,,2240370,,,234810,,,,,,,,,,,,,,,1995140,,,,
32976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939415,,,,,
32975,,,,,,,,,,,,,,983161,,,,,,,,,,,,,,,,,,944327,,,,,,,,,,,,,,,,,,,,,,,
32973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439539,,,,,,,,,,
32971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717569,,,,,,
32960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346970,,220258,,,,,,,,,
32955,,,,,,,,,,,,,,,,,,,,,,,,,,263365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32953,,,,,,,,,,,,,,,,,,,338611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32952,,,,,,,,,,,,,,,,,,,,,,,,,,,,404935,,,,,,,,,,,,,,,,,,,,,,,,,,,
32951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493610,,,,,,,,,,,,,,,,,,,,,,,
32950,,,,,,,,,,,,,,1569760,,,,,,,,,,,,,,,,,,,1224460,,,,,,,,,,,,,,,,,1259070,944672,,,,
32949,,,,,,,,,,,,,,,1481050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548642,,,
32948,,,,,,,,,,,,1068510,,,,765793,405806,,,,,,,,,,,,,,,,,531359,312117,,,,,,,,,,,,,,,,,,278746,,
32947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303540,,,,,,,,,,,,,,,,,,,1900920,,,,,,
32946,,,,,,,,,,,,,2393230,,,,,,,,,,,,,,,,880920,,2107460,,,,,,,,,,,,211804,,,,,,,,,,,,
32945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016900,,,,,,,
32944,,,,,,,,,,,936567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926502,,,,,,,,
32943,,,,,,,,340268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282646,,,,,,,215040,,,,,,,,,,,
32936,,,,,,,,,,,,,,,,,,,,,,,,,,,487414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32928,,,,,,,,,,,,,,,,,,,,,,,,,,,,726867,,,,,,,,,,,,,,,,,,,,,,,,,,,
32927,,,,,,,,,,,,,,,,,,,,70963.8,,,,,,,,,,,,,,,,,,,,,,,,,,556885,,,,,,,,,
32926,,,,,,,,,,,,,,,,,,,,,61086.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348047,,,,,,,,,,
32922,,,,,,,,,439824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32921,,,,,,,,,,509599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541260,,,,,,,,,,,,,,,,,,,,,,
32913,,,,,,,,,,,,,,2619010,1950920,947481,,,,,,,,,,,,,,,,2279490,,,292311,201398,,,,,,,,,,,,,,,1427790,,,,
32912,,,,,,,,,,,676065,,,,,,,,,,,,,,,,,,,,,,,875619,,,,,,,,,,,,,,,,2497400,,663964,,,
32911,,,,,,,,,,,,,,,,,274232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259187,,
32909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480010,,,,,,,,,,,,,,,,,,1590520,,,,,,
32907,,,,,,,,,,,,1758640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32906,,,,,,,,,,,,,1894420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32904,,,,,,,,,459937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698250,,,,,,,,,,,,,,,371816,,,1828640,,,,,,,
32901,,,,,,,,,,,,,,,,,,,,,,,,,,271764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32898,,,,,,,,316867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711810,,,,,,,,,,,,,,,,,,744010,,,,,,,,
32895,,,,,,,,,,,,,,,,,,,,,,,,,,,498970,516503,,,,,,,,,,,,,,,,,,,,,,,,,,,
32890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583312,,,,,,,,,
32887,,,,,,,205747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32884,,,,,,,,,410534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32879,,,,,,,,,,,,,,,,,,,,,,,,,,,,561540,,,,,,,,,,,,,,,,,,,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303710,,
32876,,,,,,,,,,758986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32875,,,,,,,,,,,,,,,,,414210,,,,,,,,,,,,,,,,,1827920,406096,,,,,,,,,,,,,,,,,1367150,,,
32874,,,,,,,,,,,,694667,,,3732340,1971550,,,,,,,,,,,,,,739837,,,3051530,,,,,,,,,,,,,,,,,,2632950,,,,
32873,,,,,,,,,,,,,,1886410,,,,,,,,,,,,,,,,,,1672390,,,,,,,,,,,,,,,,,,1607380,,,,,
32872,,,,,,,,,,,,,1763250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539221,,1419580,,,,,,,,,,,,,,,,,,1519570,,,,,,
32868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441468,,,,,,,,,,
32864,,109150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32856,,,,,,,,,,,,,,,,,,,,,,,,,,,503036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32854,,,,,,,,,,,,,,,,,,,,,,,,,,,,502288,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,,,,,,,,,,,,1424590,,,,,,,,,,,,,,,,,,1258880,,,,,,,,,,,,,,,,,,1350800,,,,,,,
32851,,,,,,,,,,,,,1959290,818866,,,,,,,,,,,,,,,,,1741090,,,,,,,,,,,,,,,,,,,,,,,,
32849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530359,,,,,,,,,,,,,,,,,,,,,,,
32848,,,,,,155276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420270,,,,,,
32844,,,,,,,,,340945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840,,,,,,,,,,,1196130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085870,,,,,,,,,,,,,,,,,,1068550,,,,,,,,
32838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583805,,,,,,,,,
32837,,,,,,,,,,,,,,,,,,,,,,,,,,,,589865,,,,,,,,,,,,,,,,,,,,,,,,,,,
32836,,,,,,,,,,645964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275326,,,,,,,,,,,,,,,,,529184,,
32834,,,,,,,,,,,,,,,,2566690,686866,292065,,,,,,,,,,,,,,,,,688543,,,,,,,,,,523955,,,,,,,,,,
32833,,,,,,,,,,,,,,,1880350,,,,,,,,,,,,,,,,,,1675650,2389020,,,,,,,,,,,,,,,,,1315450,1791990,,,
32832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936591,,,,,
32831,,,,,,,,,,,,,,1031160,,,,,,,,,,,,,,,,,,960201,,,,,,,,,,,,,,,,,,,,,,,
32825,,,,,,,,,,,,,,,,,,,,,,,,,,231595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32815,,,,,,,,,,,,,,,,,,,,,,,,,,,443234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32814,,,,,,,,,,,874168,,,,,,,,,,,,,,,,,,965695,,,,,,,,,,,,,,,,,,,,,,,,,,
32813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862822,,,,,,,,
32812,,,,,,,,,430867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,1042200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683405,,,,
32804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911533,,,,,,,,,,,,,,,,,,,,,,
32803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607620,,,336160,,,,,,,,,,,479288,,,,,,,,,,
32802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304690,,,272587,,,
32801,,,,,,,,,,,,,3004420,2726440,,419783,,,,,,,,,,,,,,,,2339380,,,,,,,,,,,,,,,,,,2029770,,,,,
32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687760,,,,,,,
32799,,,,,,,,,,,,2777550,,,,,,,,,,,,,,,,,,2703890,,,,,,,,,,,,,,,,,,,,,,,,,
32794,,,,,,,,,,659616,688087,,,,,,,,,,,,,,,,,,854492,,,,,,,,,,,,,,,,,,,,,,,,,,
32793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608360,,,,,,,,
32790,,,,,,,,,,,,,,,,,,,,,,,,,,,,607593,,,,,,,,,,,,,,,,,,,,,,,,,,,
32789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264875,,,574005,,,,,,,,,
32788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385876,,,,,,,,,,,
32787,,,,,,,,,558931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474561,,,,,,,,,,
32774,,,,,,,,,,,,,,,,,,,,,,,,,,,730257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32772,,,,,,,,,,,,,,,,,,,,,,,,,323483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,,,,,,,,,,,,,,,1481770,575281,,,,,,,,,,,,,,,,,,433186,,,,,,,,,,,,,,,,,,319132,,,
32767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240540,,,,,,,,,,,,,,,,,,999520,,,,
32766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043020,,,,,,,,,,,224326,,,,,,,1937120,,,,,
32765,,,,,,,,,,,,,,2383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519840,,,,,,,,,,,,,,,,,,,,,,,,
32759,,,,,,,,,,,,,4017090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948860,,,,,,
32758,,,,,,,372830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32756,,,58460.7,,,,,,,,,,,,,,,,,,,,,,,293947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437695,,,,1937200,,,,,,,
32753,,,,,,,,,,,,1647220,,,,,,,,,,,,,,,,,,1811190,,,,,,,,,,,,,,,,,,,,,,,,,
32752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292070,,,,,,,,,,,,,,,,,,,,,,,,,,
32751,,,,,,,,,,,1315500,,,,,,,,,,,,,,,,,1068610,,,,,,,,,,,,,,,,,,1252800,,,,,,,,,
32750,,,,,,,,,,987892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008830,,,,,,,,
32747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416919,,,,,,,,,,
32740,,,,,,,,,,,,,,,,,,,,,,,,,,,732247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954808,,,,,,,,,,,,,,,,,,,,,,,,,,
32730,,,,,,,,,,,,1317780,,,,,,,,,,,,,,,,,,1365410,,,,,,,,,,,,,,,,,866520,,,,,,,,
32729,,,,,,,,,,,,,,,,1082040,,,,,,,,,,,,,,,,,,897560,,,,,,,,,,,,,,1029150,,,,,,,
32728,,,,,,,,,,,,,1550480,,2336910,,,,,,,,,,,,,,,,1564970,,1948600,,,,,,,,,,,,,,,,,,1624860,706142,,,
32727,,,,,,,,,,,,,,2044360,,,,,,,,,,,,,,,,,,2070540,,,,,,,,,,,,,,,,,1601280,1616670,,,,,
32725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517363,,,,,,,,,,
32722,,,,,,,,,,,,,,,,,,,,,,,,,,,,562148,,,,,,,,,,,,,,,,,,,,,,,,,,,
32721,,,,,,,,,557100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32719,,,,,,,,,,,,,,,,,,,,,,,,,,405758,,,,,,,,,,,,,,,,,,,,594239,,,,,,,,,
32718,,,,,,,,,,,,,,,,,,,,,,,,,,,566363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,,,,,,,,,,1771940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374370,,,,,,,,
32708,,,,,,,,,,,,,2333790,,,,,,,,,,,,,,,,1774700,,2147430,,,,,,,,,,,,,,,,,,1628990,,,,,,
32706,,,,,,,,,,,,,,714858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32705,,,,,,,,,616456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312067,,,,,,,,,,,,
32695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815938,,,,,,,,,
32694,,,,,,,,,,,,3331940,,,,,,,,,,,,,,,,,,3223810,,,,,,,,,,,,,,,,,,2551750,,,,,,,
32693,,,,,,,,,,922201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32692,,,,,,,,,,,,,,,,,,,,,,,,,,,,809909,,,,,,,,,,,,,,,,,,,,,,,,,,,
32690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937829,,,,,,,,,,,,,,,,,,,,,,,
32689,,,,,,,,,,,,,,833737,,,220972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895718,,,,,
32688,,,,,,,246326,,,,,,,,,1352000,,,,,,,,,201761,,,,,,,,,,322525,,,,,,,,,,,,,,,,,986376,,,
32687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137900,1276180,,,,,,,,,,,,,,,,,963664,,,,
32686,,,,,,,,,,,,,,,1178360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32684,,,,,,,,,,,,,,,,,,,,,,,,,,,1170260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32679,,,,,,,,,1182370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241986,466299,,,,,,,,,,,
32675,,,,,,,,,,,,,,,,,,,,,,,,,,625094,,,,,,,,,,,,,,,,,,,878670,,,,,,,,,,
32673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992667,,,,,,,,,
32672,,,,,,,,,,1154430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32671,,,,,,,,,,,,,,,,,,,,,,,,,,,,915285,,,,,,,,,,,,,,,,,,,,,,,,,,,
32663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500141,,,,,,,,,,,,,,,,,,,,,,
32662,,,,,,,,,,,,,,,643705,224024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390704,,,,
32659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270047,,,,,,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,2914570,,,,,,,,,,,,,,,,,,2469570,,,,,,,,,,,,,,,,,,2303430,,,,,
32654,,,,,,,,,,,,,6341810,,,,,,,,,,,,,,,,,,4849680,,,,,,,,,,,,,,,,,,4220160,,,,,,
32653,,,,,,,,,,,,3096810,,,,,,,,,,,,,,,,,,3307240,,,,,,,,,,,,,,,,,,3334660,,,,,,,
32650,,,,,,,,582720,,,,,,,,,,,,,,,,,,,,,1551190,,,,,,,,,,,,,,,,,,1490920,,,,,,,,
32649,,,,,,,,,,,1752710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32647,,,,,,,,,,1517640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293920,,,,,,,,,
32646,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932670,,,,,,,,,,,,,,,,,,,,,,,,,,,
32645,,,,,,,,,,,,,,,,,,,,,,,,,,,994872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32643,,,,,,,,,629982,,,,,,,,,,,,,,,,,555856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33778.4,,,,,,514553,,,,,,,,,,,
32636,,,,,,,,,,,,,,,,,,,,,,,,,277910,,,,,,,,,,,,,,,,,,,,710932,,,,,,,,,,
32631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326423,,,,,,,,,,,,
32630,,,,,,,,,,,1657770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605960,,,,,,,,,,,,,,,,,,,,,,,,,,
32628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289900,,,,,,,,
32624,,,,,,,,,,,,,,,,308743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716254,,,,
32619,,,,,,,,645045,,,,,,,,,,,,,,,,,,,,,,,,,857461,,,,,,,,,,,,,,,,,,,,,,
32618,,,,,,,,,,,,,,,897193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249013,,,
32617,,,73095.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32616,,,,,,,,,985318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780590,,,,,,,,,,,,,,,,,,,,,,,
32614,,,,,,,,,,,,,4324130,3409910,,,,,,,,,,,,,,,,,4425890,,,,,,,,,,,,,,,,,,4031600,2477700,,,,,
32610,,,,,,,,,,,,,,,,,,,,,,,,,,543781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32609,,,,,,,,,,,,3370730,,,,,,,,,,,,,,,,,,3545750,,,,,,,,,,,,,,,,,,3207330,,,,,,,
32608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731432,,,,,,,,,,,
32606,,,,,,,,,,,,,,,,,,,,,,,,,,,981263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051960,,,,,,,,,,,,,,,,,,1191470,,,,,,,,,
32602,,,,,,,,,,910404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600,,,,,,,,623492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32588,,,,,,,,,,,2328420,,,,,365744,,,,,,,,,,,,,2571580,,,,,,,,,,,,,,,,,,,,,,,,,,
32587,,,,,,,,,,,,2474210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346790,,,,,,,,
32586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951930,,,,296055,,,
32585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918790,,,,315569,,,,,,,,,,,,,,,,,,,,,
32583,,,,,,,,,,,,,1927630,,709373,,,,,,,,,,,,,,,,1793490,1434460,698251,,,,,,,,,,,,,,,,1540050,,586984,,,,
32582,,,,,,,,,,,,,,1551780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490680,,,,,
32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377375,,,,,,,,,,,,
32571,,,,,,,544757,,1511040,,,,,,,,,,,,,,,,,,1866660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676060,,,,,,,,,,
32567,,,,,,,,650829,,2196500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32566,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798700,,,,,,,,,,,,,,,,,,,,,,,,,,,
32565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215240,,,,,,,,,1326970,,,,,,,,,
32564,,,,,,,,,,,,,,,,,,,,,,,,,,585280,,,,,,,,,,,,,,,,,,,,,,,1559890,,,,,,
