,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
33162,,3479.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33147,,,,,,,,,,,,,,,75642.5,,,,,,,,,,,230632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33143,,,,,,,,,,,,,134905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83398.8,,,,,,,,,,,,,,,,,,,,,,
33141,,,,,,,203844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,,,,,,,,192760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33137,,,,,,,,,,,,,,,,,,,,,,,,,,,286417,,,161767,,,,,,,,,,,,,,,,,,,,,,,,,
33136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124942,,,,,,,,,,,,,,,,,,,,
33132,,,,,,,,,,,,,,140954,,,,,,,,,,,,,,,208393,,,,,,,,,,,,,,,,,,,,,,,,,,
33130,,,,,,,,,,,,209315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33127,,,,,,,,,207069,279288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156593,,,,,,,,,,,,,,,,,,,,,,,
33123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212566,,,,,,,,,,,,,,,,,,,,,,,,
33120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323023,,,,,,,,,,,
33117,,,,,,,,215615,,,,,,,144383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33116,,,,,,,217334,,,,,,,,,,,,,,,,,,,320792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33110,,,,,,,,,,,,,,158393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273336,,,,,,,,
33109,,,,,,,,,,,,,,,,,,,,,,,,,,,334121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255810,,,,,,,,,
33104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246468,,,,,,,
33101,,,,,,,,,,,,,,,,,,,,,,,,,,,,231329,,,,,,,,,,,,,,,366462,,,,,,,,,,,,
33088,,,,,,,,,,,,,,,,,,,,,,,,,,284118,313860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33086,,,,,,,,,,,215376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149044,,,,,
33085,,,,,,,260462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220506,,,,,,,,,,,,,,,,,,,,,,,
33083,,,,,,,,,,181055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130544,,,,,,
33082,,,,,,,,205294,,,,,115124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73792.4,,,,,,,,,,,,,,,,,,,,,
33075,,,,,,,,,,,,,,,107807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172881,,,,,,,,,,
33074,,,,,,,,,,,,,,,,,,,,,,,,,,,,337258,,,,,,,,,,,,,,,,,,,,,,,,,,,
33071,,,,,,,,,,,,156791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190836,,,,,,,
33068,,,,,275649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33067,,,,,,,,,,,,,,223121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361081,,,,,,,,
33064,,,,,,,,,,,,,,,,,,,,,,,,,,,255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33063,,,,,,,,,,316500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121859,,,,,,,,,,,,,,,
33057,,,,,,,,,,,,,,,,,,,,,,,,,344821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33056,,,,,,,,288243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33054,,,,,,,361114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201153,,,,,,,,,,,,
33047,,,,,,,,,,,,,,,,,,,,,,,,,,287805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33046,,,,,,,,,,,,,,,,,,,,,,,,,,,,196999,,,,,,,,,,,,,,,,,,,,,,,,,,,
33042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352293,,,,,,,,,,,,,
33041,,,,,,,,,,,195058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228768,,,,,,,,
33034,,,,,,,,,,,,,,,176585,,72445.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149030,,,118922,,,,,,
33033,,,,,,,,,,,,,,,,,,,,,,,,,429113,,,,205874,,,,,,,,,,,,,,,,,,,,,,,,,,
33031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96567.8,,,,,,,,,,,,,,,,,,,,,,,,
33030,,,,,,,,,,,,,,,,,,88583.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235035,,,,,,,,,,,,
33026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336895,,,,,,,,,,,
33023,,2093.27,,,,,,,254788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33021,,,,,,288888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363047,,,,,,,,,,
33018,,,,,,,,,,,,,,117970,,,,,,,,,,,,,315616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33017,,,,,,,,,,,,223990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33015,,,,,,,,,,230348,,,107973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33006,,,,,,,,329731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33005,,,,,,,324948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169298,,,,,,,,,,,,,,,,,,,,,,,,,,
33001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455792,,,,,,,,,,,,
32997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127809,,,,,,
32995,,,,,,,,,,,,,,,,,67998.6,,,,,,,,,,,,,,111791,,,,,,,,,,,,,,,,,,,,,,,,
32993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157589,,,,,
32992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199254,154909,,,,,,,,,,,,,,,,,,,,,,
32991,,,,,,,,,,,,,195790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220220,262374,,,,,,,
32987,,,,,,,,,,,,,,,,,,,,,,,,452895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32986,,,,,,,,,,,,,,,,,,,,,,,,,,,,251946,,,,,,,,,,,,,,,,,,,,,,,,,,,
32985,,,,,,,,,,,,,,,,,,,,,,,,,,184469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310513,,,,,,,,,
32983,,,,,,,,,,,,,,,,,,,,,,,,,,,397383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32982,,,,,,,234177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32981,,,,,,,,228378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583996,,,,,,,,,,
32975,,,,,,331271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267758,,,,,,,,,,,
32970,,,,,,,,,,,,245498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32967,,,,,,,,,,,,,,,,,,,,,,,,,,,380568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119004,,,,,,,,,,,,,,,,,,,,,,,,
32963,,,,,,,,,,,,,,,,,,,,,,,,,,,,234393,,,,,,,,,,,,,,,,,,,,,,,,,,,
32962,,,,,,,189331,,,,268091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519452,,,,,,,,,,,,
32961,,2552.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255799,,,,,,,,,
32959,,,,,,,,,,,,,,,,,,,,,,,,,338983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32958,,,,,,,,,,,,,,,,,,,,,,113498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32955,,,,,,,,,,263180,,,,,,,,,,,,,,,,,,,,,,,79609.3,,,,,,,,,,,,,,,,,,,,,,
32951,,,,,,,,,,,,,160111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32950,,,,,,,,,,,,,,,91173.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131914,,,,,,,,,,,,,,,,,,,,,,,,
32941,,,,,,,,,,,,,,,,,,,,,,,,,,,518491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556497,,,,,,,,,,,,
32939,,,,,,,402935,407213,,,140579,,,,,,,,,,,,,,,,,,,,,108482,,,,,,,,,,,,,,,,,,,,,,,
32937,,,,,,332122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502168,,,,,,,,,,
32933,,,,,,,,,,,,,,,,,,,,,,,,,,,,315775,,,,,,,,,,,,,,,,,,,,,,,,,,,
32932,,,,,207747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32931,,,,,,,,,,,,208604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151499,,,,,,,,
32927,,,,,,,,,,,,,,,,,,,,,,,,,,385497,,,,,,,,,,,,,,,,,,292169,,,,,,,,,,,
32926,,1666.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191616,,,,,,,,,,,,,,,403822,,,,,,,,,
32921,,,,,,,,,,,,,,159386,,61551.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32919,,,,,,,,,,287417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236060,,,,,,,,,,,,,,
32918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194245,,,,,,,,,,,,,,,,,,,,,,,,,
32915,,,,,,,,,368304,,,,,,,,,,,,,,,,553347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118060,,,,,,,,,,,,,,,,,,,,,,,,,,
32910,,,,,,,,268537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32909,,,,,,,313386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32907,,,,,,,,,,,,,,,,,,,,,,,,437043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32899,,,,,,,,,,,,,,,,,,,,,,,,,,,,329982,,,,,,,,,,,,,,,,,,,,,,,,,,,
32896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388490,,,,,,,,,,,,,
32893,,,,,,,,,,148582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32892,,,,,,308865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333465,,,,,,,,,
32891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153220,,,,,,,
32890,,,,,,,,,,,,226099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593161,,,,,,,,,,,,
32889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546949,,,,,,,,,,,
32888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149681,,,,,,,,,,,,,,,,,,,,,,,,,,
32886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206446,,,,,,,,,,,,,,,,,,,,,,,,,
32885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106767,,,,,,
32884,,,,,,,,,,,,,282520,,,,,,,,,,,,,,,,,,,214113,,,,,,,,,,,,,,,,,,,,,,,
32883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297738,,,,,,,,
32881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317414,,,,,76683.3,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,401796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32876,,,,,,,,,464831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32874,,,,,,,,,,,134905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415550,,,,,,,,,,,,,
32872,,,,,,,,442792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32871,,,,,,,535429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32866,,,,,,,,,,307880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32865,,,,,,,,,,,,,,,,,,,,,,,,,346388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32864,,,,,,379636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32863,,,,,,,,,,,,,,,,,,,,,37449,,,,,,,,,,,,,,,,,,,,342959,,,,,,,,,,,,,,
32861,,,,,,,,,,,,,,,,,,,,,,,,,,223318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439592,,,,,,,,,,,,,
32852,,,,,,,,,,,,,241183,,,,,,,,,,,,,,,,,252467,,193588,,,,,,,,,,,,350347,,357080,,,,,,,,,
32851,,,,,,,,,,,,251785,,,,,,,,,,,,,,,,,199711,,,,,,,,,,,,,,,,381775,,,165242,,,,,,,
32850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215300,,,,,,,,,,,,,,,,,,,,,,,,
32849,,,,,,,,,,,,,,,,,,66562.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108146,,,,,,
32844,,,,,,,,,,,,,,186198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32843,,,,,,,,,,,,,,,,,,,,,,,,,,,460517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32842,,,,,,,,,,351661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32841,,,,,,,,,,,,,,,,,,,,,,,,,,,,200481,,,,,,,,,,,,,,,,,,,,,,,,,,,
32839,,,,,,,,,,,207653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32837,,,,,,,,,,,,,,,,,,,,,,,,,382278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32834,,,,,,,,,,,,,,,,,,,,,,,,,,375871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408856,,,,,,,,,,,
32829,,,,,373540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32828,,,,,,,,,,,,,,,,,,,,,,210431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32821,,,,,,234474,,,,,,,,161988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32820,,,,,,,381757,401414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555766,,,,,,,,,,,,
32817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522284,,,,,,,,,,,,,
32816,,,,,,,,,,,,,,,,,,,,,,,,,,,,210304,,,,,,,,,,,,,,,,,,,,,,,,,,,
32815,,,,,,,,,,,,,,,,,,,,,,,,238735,,,,,,,,,,,,,,,,,,,,,,424043,,,,,,,,,
32814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443386,,,,,,,,,,,
32812,,,,,,,,,306341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32811,,,,,,,,,,,,,,,,,,,,,,,,,425026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216680,,,,,,,,,,,,,,,,,,,,,,,,
32808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172012,,,,,,,
32805,,,,,,,,,,,,,,,,,116792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187649,,,,,,,,,,,,,,,,,,,,,,,
32801,,,,,,,,,,290324,,,,,,,,,,,,,,,,,,,158976,,,,,,81762.1,,,,,,,,,,,,,,,,,,,,
32798,,,,,,,,,,,,,,,,104860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32797,,,,,,,,,,,,262583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32794,,,,,,,,,,,,,,,,,,,,,,,,,,,461353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682102,,,,,,,,,,,,
32791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371890,,,,,,,,,,
32789,,,,,,,329531,372840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32788,,,,,,,,,,,,,,,,,,,,,,,,412682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32785,,,,,,,,,,,,,,,,,,,,,,,,,,,,332488,,,,,,,,,,,,,,,,,,,,,,,,,,,
32784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215779,,,,,,,,
32783,,,,,,346788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346258,,,,,,,,,,,,,,
32779,,,,,,,,,,,,,,,,,,,,,,,,,,321452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32778,,,,,,,,,,,298137,,,,,,,,,,,,,,,,,,124299,,,,,,,,,,,,,,,,,,,,,,,,,,
32777,,,,,,,,,,,,,,,,,,,,,,,299296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372622,,,,,,,,,,,
32775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130528,,,,,,,,,,,,,,,,,,,,,,,,,
32774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570267,,,,,,,,,,,,
32773,,,,,,,,,319777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771,,,,,,,,,,,,,104072,,,,,,,,,,,,506717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57102.3
32766,,,,,,,,,,,,,,,,,,,,,,,,566789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32761,,,,,,,,,,,254143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32759,,,,,,,,,,,,,,,,,,,,,,,281552,,,,,,,,,,,,,,,,,,,413651,,,,,,,,,,,,,
32758,,,,,400730,,,,,,,,,,,,,,,,,,,,,,,194307,,,,,,,,,,,,,,,,,,,,,,,,,,,
32756,,,,,,,,,,137488,,,,,,,,,,,,,,,,,,,,150019,,,,,,,,,,,,,,,,502775,,154064,,,,,,,
32752,,,,,,335816,,,,,,,,,,,,,,,,,,,,,,,122982,,,,,,,,,,,,,,,496490,,,,,,,,,,,
32748,,,,,,,,,,,,375691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,,,,,,,,,,,,,,,,,,,,,,,,,,,386995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32745,,,,,,,,,,,,,,,,,,,,,,,,,,412432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432241,,,,,,,,,,
32743,,,,,,,501188,511928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32742,,,,,,,,,,,,,226899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285404,,,,,,,,
32740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450972,,,,,,,,,,,,
32739,,,,,,,,,,,296813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32735,,,,,,,,,314305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32731,,,,,,,,,,349743,,,,,,,,,53190.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32730,,,,,,,,,,,,,,,,,,,,,,,,563687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32726,,,,,,,,,,,,,,,,,,,,,40168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196141,,,,,,117044,,,,,,,
32724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193173,,,,,,,,,,,,,,,
32720,,,,,,,,,,,,,,,,,,,,,,,382944,,,,,239999,,,,,,,,,,,,,,,,,,,,,,,,,,,
32719,,,,,,,,,,,,,,,,,,,,,,,,,501065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32718,,,,,,,,,,,,,156577,,,,,,,,,,,,,,435202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32717,,,,,435822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32716,,,,,,352390,,,,,,,,,,,,53562.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570596,428059,,,,,,,,,,,
32714,,,,,,,,,,,190148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58991.1
