,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71367.6,,,
32710,,,,,,,,,330697,,,,,,,,,,,,,,,,,,,,,,120008,,,,,,,,,,,,,,,,,,,,,,,,
32708,,,,,,,,,,,,,,,,,70564.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32706,,,,,,,,,,,,,,,141261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169112,,,,,,,,
32705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171145,,,,,,,,,,,,,,,
32704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443792,,,,,,,,,
32703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274857,320150,,,,,,,,,,,,,,,,,,,,,,,,,
32700,,,,,,,,,,,,,,165291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32699,,,,,,,,,,,,333672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453770,,,,,,,,,,
32697,,,,,,,,,,313847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32696,,,,,,,,,,,,,,,,,,,,,,,,,,,,310729,,,,,,,,,,,,,,,,403466,,,,,,,,,,,
32692,,,,,,,,,431178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32690,,,,,,,,507516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801082,,,,,,,,,,,,
32689,,,,,,,517259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,,,,,,383403,,,,,,,,,,,,,,,,,,388302,,,,,,,,,,,,,,,,,461873,,,,,,,,,,,,,,
32684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475432,,,,,,,,,,,,,
32681,,,,,,,,,,,,,,,,,,,,,,194607,,,,470436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32679,,,,,,,,,,,243438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32678,,,,,,,,,,,,,,,,,,,,,,,,,550858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32677,,,,,,,,,,318797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346929,,,,,,,,,,,
32676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200310,,,,,,,,,,183261,,,,,,,,,,,,,,,
32675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251857,,,,,,,,,,,,,,,,,,,,,,,,
32674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84530.2,,,,,
32673,,,,,,,,,,,,,,,,,,,,,,,292141,,,,372877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142320,,,,,,
32668,,,,,,,,,,,,,,,,64324.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667,,,,,,,,,,,,,311732,,,,,,,,,,,,,,,,,,,,,,,62855.8,,,,,493284,,,,,,,,,,,,,,
32666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146847,,,,,,,,,,,,,,,,,,,,,,
32663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243884,,,,,,,,
32658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167682,,,,,,,
32657,,,,,,,,,,,255159,,,173767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510838,,,,,,,,,,
32654,,2493.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142602,,,,,,,,,,,,,,,
32653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585407,,,,,,,,,,,,
32652,,,,,,,,,,,,214411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475967,,,,,,,,,
32647,,,,,,,,,,,,,,,,,,,,,,189527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32645,,,,265347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453243,,,,,,,,,,,
32642,,,,,,,,,367972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32641,,,,,,431339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32639,,,,,,,,,,,,,,,,,,,,,,,,412184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32637,,,,,,,548231,513170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32636,,,,,,,,,,,276448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649530,,,,,,,,,,,,
32634,,,,,,,,,,382510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582143,,,,,,,,,,
32633,,,,,,,,,,,,234511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243417,,,,,,,,,,,,,679696,,,,,,,,,,,,,
32631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208431,,,,,,,,,,,,,,,,,,,,,,,,,
32629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756400,,,,,,,,,,,,,,
32628,,,,,,,,,,,,,,142876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32625,,,,,588278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56343.5,
32621,,,,287875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32619,,,,,,413310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32617,,,,,,,,,,,,,,,,,,,,,,,,512142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32616,,,,,,,,,,,,,,,,,,,,,,,,,,457955,453453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,513392,,,,,,,,,,,,,,,,,,,,,369732,,,,,,,,,
32612,,,,,,,,,,,,,,,,,,,,,,143329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32610,,,,,,,,377445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32609,,,,,,,,,,,,,,,,,,,,,,,410117,,,,,528642,,,,,,,,,,,,,,,,,,,,,,,,,,,
32608,,,,,,,375388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32606,,,,,,,,,,,,,,,,,,57619.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32605,,,55612.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467512,,,,,,,,,,,
32602,,,,,,411481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32601,,,,,,,,,347261,,,338935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600,,2542.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473666,,,,,,,,,,
32598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409881,364090,,,,,,,,,,,,,,,,,,,,,,,,,
32597,,,,,,,,,,,216155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696097,,,,,,,,,,,,
32594,,,,271024,,,,,,331588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32591,,,,,,,,,,,,,,,,,,,,,,,,,,559435,,,,,,,,,,,,,,,,866800,,,,,,,,,,,,,
32586,,,,,,,,,,,,,,,,,,,,,,,,,487970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32583,,,,,338798,,,,,,,,,,,,,,,,,,,513543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599036,,,,,,,,,,,,,,
32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41426,,,,,,,,,,,,,,,,
32577,,,,,,424764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142334,,,,,,,,
32576,,,,,,,,,,,,,,,,,,,,,,,460950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32575,,,,,,,,,475757,,,329304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572,,,,,,,,,,,,,,,,,,,,,,,,,,452693,,,,,,,,,,,,,,,,,660706,,,,,,,,,,,,
32570,,,,,,,416212,419573,,,,,,101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32569,,,,,,,,,,,,,,,,,,,,,,,,,,,473384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108659,,,,,,,,,,,,,,,,,,,,,,,
32566,,,,397930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508618,,,,,,,,,,,,,
32564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55255.7,,,,,,,,,,,,,,,,,,,
32563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258713,,197884,,,,,,,
32562,,,,,,,,,,,276022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663770,,,,,,,,,,
32560,,,,,,,,,,,,,,,,,,,,,,,,,,,,283520,,,,,,,,,,,,,,,,,,,,,,,,,,,
32559,,,,,,,,,,,,257079,,,,,,,,,,,,,,,,,,,150358,,,,,,,,,,,,,,,,,,,,,,,,
32558,,,,,,,,,364089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32556,,,,,,,,,,414959,,,180304,,,,,,,,,,,,,,,,359041,381019,,,,,,,,,81952.4,,,,,,,,,,,,,,,,
32555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448856,,,,,,,,,,,
32553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154333,,,,,,,,
32551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282938,,,,,,,,,,,,,,,
32550,,,,,,,422671,446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32549,,,,,,,,,,,,,,,,,,,,,,,,,599150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32548,,,,,325097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32547,,,,,,310020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573702,,,,,,,,,,,,,
32536,,,,,,,,,,,,,,,,,,,,,,,,488274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32533,,,,,,,,454449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168058,,,,,,,
32532,,,,,,,414958,,,,,,,,,,,,,,,,,,,,,196905,,,,,,,,,,,,,,,,,,,,,,,,,,,
32530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49662.2,,,,,,,,,,,,,,,,
32529,,,,,493696,,,,,,243438,,,,,,,,,,,,,,,435539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32528,,,,,,,,,,,,,,,,,,,,,,,,,,,426050,,,,,,,,,,,,,,,,,,,,376313,,,,,,,,
32527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600566,,,,,,,,,,,,,,
32526,,,,,,426565,,,,,,,,,,,,,,,,,,,,,,,163396,,,,,,,,,,,,,,,,,,,,,,,,,,
32525,,,98841.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,368729,,,,,,,,,,,,,,,,,,,371661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32522,,,,,,,,,,282148,,,,,,,,,,,,,,,,,,,,146882,,,,,,,,,,,,,,,,,,,,,,,,,
32521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394529,,,,,,,,,,,,,,,
32520,,,,,,,,,,,,205232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32518,,,,,,,,,,,,,206343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32517,,,,,,,,,,,,,,105551,,,,,,,,,,,,,,,,,178848,,,,,,,,,,,,,,,,,,,,,,,,
32516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622103,,,,,,,,,,
32515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101408,,,,,,,,622468,,496871,,,,,,,,,
32514,,,,,,,,,,,,,,,,,,,,,,248819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32510,,,,,,,,,440565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583177,,,,,,,,,,,,
32509,,,,,,,,,,,,,,,,,,,,,,,,388183,,365968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32507,,,,,,,541274,560731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32503,,,,,,,,,,,,,,,,,,,,,,,,,700246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32499,,,,299235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321579,,,,,,,,,,,,,,,
32498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551275,,,,,,,,,,,,,,
32494,,,,,,,,,,136187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519827,,,,,,,,,,,,,
32493,,,,,514115,,,,,,,,,,,,,,,,,,,,,,346854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32491,,,,,,491647,,,,,,,,,,,,,,,,,,,,444655,,,,,,,,,,,,,,,,,684493,,,,,,,,,,,,
32490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349350,,,,,,,,,,,
32489,,,,,,,,,,,,,,,,,,,,,,,,592740,,,,,,,,,,,,,,,,,,,,,,201296,,,,,,,,,
32487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177097,,,,,,,,,,,,,,,,,,,,,,,,,
32486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165225,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229905,,,,,,,
32483,,,,,,,,,,,,,,,,,,,,,,182095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246669,,,,,,,,
32480,,,,,,,,,,,,,,,153212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32477,,,57236.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,124202,,,,,,,,,,,,,,,,,,,,,,,,
32476,,,,,,,,,,,,303210,,,,,,,,,,,497165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32475,,,,,498274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569804,,,,,,,,,,,,,,
32471,,,,,,,,,,,388495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68195.9
32469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508456,,,,,,,,,,,
32468,,,,356406,,,,,455555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753449,,,,,,,,,,,,,
32467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837713,,501294,,,,,,,,,,
32466,,,,,,,535326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32465,,,,,,482893,,489874,,,,,,,,,,,,,,,,,,,,277435,,,,,,,,,,,,,,,,,,,,,,,,,,,
32462,,,,,,,,,,378038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32461,,,,,,,,,,,,,,,,,,,,,,161893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32455,,,,,,,,,,,,,,,,,,,,,,,,,,619162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32454,,,,,,,,,,,,,,,,,,,,,,,,,748707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32453,,,,,,,,,,,,,,,,,,,,,,,,,,,442868,,,,,,,,,,,,,,,,,,,,,,,,72025.3,,,,
32451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61770.9,,,,,,,,564126,,,,,,,,,,,
32449,,,,,,,,,398837,,,,,,,,,,,,,,549575,,,,,,,,,,,,,,,,,322727,,,,,,,,,,,,,,,
32448,,,,,,505521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32447,,,,,469128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677638,,,,,,,,,,,,,,
32435,,,,,,,,,,,,,,,120726,,,,,,,184323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231619,,,,,,,,,,,,,,,430117,,,,,,,,,
32432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87972.8,,,,,,,,,,,,,,145876,,,,,,,,
32431,,,,387864,,,,,,,,,115005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32429,,,,,,,,,,456774,,,,,,,,,,,,,,,,,414470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32428,,,,,,,,,,,,,,,,,,,,,,,376111,,,,,,,,,,,,,,,,51064,,,,799715,,,,,,,,,,,,
32426,,,,,,519026,,,,,,,,,,,,,,,,,,485460,601149,,,,,,,,,,,,,,,,554029,,,,,,,,,,,,,,
32425,,,,,,,,,,,,,,,,,,,,,,,,,,659592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,,,,,,,,,,,342979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,,,78738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32421,,,,,,,,,,,,,,,,,,,,,,,,,,,,426423,,,,,,,,,,,,,,,,658057,,,,,,,,,,,
32415,,,,,,,,,,,,200342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486854,,,,,,,,,,
32414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350773,,,,,,,,,
32411,,,,,,,,,570327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32410,,,,,,,,627232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32409,,,,,,,576633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706044,,,,,,,,,,,,
32408,,,,,,,,,,,,,,,,,,,,,,,,,931518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32407,,,,,,664129,,,,,,,,,,,,,,,,269325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32406,,,,,731089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826802,962270,,,,,,,,,,,,,
32404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89053.8,,,,,,,,,,,,,,,,,
32403,,,,,,,,,,,,,,,,,,,,,,,,616037,,,,,,,,,,,,,,,,385344,,,,,,,,,,,,,,,
32402,,,,,,,,,,,,,,,,,,,,,,,494074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32399,,,102039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61187.7,,,,,,,,,,,,,,,,
32388,,,,478706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32385,,,,,539227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,,,,,,,338520,,367118,,,,,,,,,,,,,,,,579655,,,,,,,,,,,,,,,,605312,610474,,,,,,,,,,,,,
32382,,,,,,,,,,,,,,,,,,,,,,226744,,,,,,,,,,,,,,,,,,,,,722117,,,,,,,,,,,,
32380,,,,,,,,,,,,266681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415055,,,,,,,,,,
32378,,,,,,,,,,,,,,,,,,,,,,,,,,,,248374,,141294,,,,,,,,,,,,,,,,,,,,,,,,,
32377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148030,,,,,,,,,,,,,,,,,,,,,,,,,,
32376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223009,,,,,,,,,
32375,,,,,,,,,,,,,,,,,,,,,,,,,,,582798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32373,,,,,,,,,,,278446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32371,,,,,,,,,,282484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32370,,,,,,,,,,,,,,,,,,,,,,,,,,454672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673744,,,,,,,,,,,
32365,,,,,,,,,,,,,,,,,,,,,,,,,779713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32364,,,,,,,581583,571512,496387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761439,,,,,,,,,,,,
32361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360350,,,,,,,,,,,,,,,
32359,,,,,,613853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791994,883359,,,,,,,,,,,,,
32358,,,96676.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32351,,,,,,,,,,,,,,,,,,,,,,384460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32350,,,,,,,,,,,,,,,,,,,,,,,840146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32349,,,,,,,,,,,,,,,,,,,,,,,,683050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32348,,,,521017,704633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450954,,,,,,,,,,,
32347,,,,,,,,,,,,,,,,,,,,,,,,,,324268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256108,229954,,,,,,,,,,362668,,,,,,,,,,,,,,,
32340,,,,,,,,,,,,,,102590,,,,,,,,,,,,,,,,,193092,,,,,,,,,,,,,,,,,,,,,,,,
32339,,,,,,,,,,,,,155814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392483,,,,,,,,,
