,Sample name,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875843,,,
30321,,,,,,,,,,,,,,,,,,,,,,,,,1720450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360880,
30313,,,,,,,,,,,,,,,,816994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300,,,,,,,,,,,,,,,,,,,,234539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112002,,,,,,,,,,,,,,,,,
30293,,,,,,,,,,,,,,,,,,,679151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326212,,,,,,,,,,,,,,,,
30286,,,,967983,1239760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700770,,,,,,,,,
30281,,,,,,,,,,,2797150,,,,,,,,,,,,,,,,,,,,,,,,941491,,,,,,,,,,,,,,,,,,,,
30279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409900,,,,,,,,,,,,,,,,,,,,,
30270,,,,,,,,,,,,,,,,,,,923490,,,,,,1608330,,,,801460,,,,,,,,,,,,,,,,,,,,,,,,,,
30264,,,,,,,,,,,,,,,,,,,,328346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725604,,,,
30253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575328,,,
30247,,,,,,,,,,,,1656640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690527,,,,,,,,,,,,,,,,,,,,,,,
30239,,,,,,,,,,,,,,,,,,,,151088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986790,,,,,,,1158620,,,,,,,,,,,,,,,
30219,,,,,,,,,,,,1645890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207,,,,,,,,,,,,,,,,,,,781928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30204,,,,666852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317500,,,,,,,,,,,,,,,,,,,,,,
30193,,,,,,,,,,,,,1149160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30191,,,,,,,,,,,,,,,,,,,,,,,,,1739450,,,,,,,,,,,,,,,,,,,,,,,,,,709862,,,,
30190,,,203311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30188,,,,,,,,,,2774160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30184,,,,735367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855447,,,,,,,,,,,,,,,,,,,,,,,,,
30174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699188,,,,,,,,,,,,,,,,,,,,
30172,,,,,,,,,,,,,947471,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006570,,,,,,,,,,,,932022,,
30167,,,,,,,,,,,,,,,,,,838189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30158,,,,,,,,,1306390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135390,,,,,,,,,,,,,,,,,,,,,,,,
30154,,,,,,,,,,,,,,,,,,,,,,,,,,,3943050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30143,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294450,,,,,,,,,,,,,,,,,1382980,,,,,,,,,,
30140,,,,836679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799124,,,,,,,,,,,,,,,,,,,
30135,,,,,,,,,,,,,,,,,,,,,,,,1627040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681525,,,,,,,,,,,,,,,,,,,,,
30123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681367,,,,,,,,,,,,,,,,,,,,,,
30120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296370,,,,,,
30116,,,,,,,,,,,,1765870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839370,,,,,,,,
30112,,,,,,,,,1229790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368640,,,,,,,,,,,,,,,,,,,,,,,
30108,,,,,,,,,,,,,,,,,852033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30096,,,,1006690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30094,,,,,964623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30093,,,,,,,,,,,,,,,,,,,,,,,,2283630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30089,,,,,,,,,1792970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086,,,,,,,,,,,,,,,,,,,,,,,,,,1796000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856200,,,,,,,,1665350,,,,,,,,,,,,,
30081,,,,,,,,,,,,,2741790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30076,,,,,,,,,,,,,,,1024580,,,,,,,,,,,,,,,,1154900,,,,,,,,,,,,,,,,,,,,,,,,
30074,,,,939935,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117330,,,,,,,,,,,,,,,,,,,,,,,
30073,,,,,,,,,,,,,,,,,,1804230,,,,,,,,,,,,1143790,,,,,,,,,,,,,,,,,,,,,,,,,
30063,,,,,,,,,,,,,,,,,,,,,,,,,,,3571120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635820,,,,,,,
30054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858580,,,,,,,,,,,,,,,,,,
30053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779802,,,,
30036,,,,,,,,,,,,,,,,,,,1165370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889197,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,,,,,,,,,,,,,1406320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30006,,,,,,,,,,,,,,,,,,,,,,,,2329450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29999,,,,,,,,,,,,,,,2519730,,,,,,,,,,,,,,,2862610,4891960,,,,,,,,,,,,,,,,,,4893010,1470370,,,,,
29998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342870,,,,,,,,,,,,,,,,,,,2278830,,,,,,,
29995,,,,,,,,,,,,,,,,1652200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186286,,,,,,,,,,,,,,,,,
29987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210780,,,,,,,,,,,,,,,,,,,,,,,,,,,
29986,,,,,,,,,,,,2234590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29983,,,,,,,,,,,,,1349830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232130,,,,
29975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286230,,,,,,,,,,,,,,
29962,,,,,,,,,,,,,,,,,,,,,,,,,2647870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477850,,,,,,,,,,,,,,,,,,3114290,,,,,,
29957,,,,,,,,,,,,,,,,,,,648237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29940,,,,,,,,,,,3699120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29938,,133527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228800,,,,,,,,,
29931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879189,,,,
29930,,,,,,,,,1215280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29923,,,,,,,,,,3448360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29922,,,,,,,1545310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673524,,,,,,,,,,,,,,,,,,,,,1116110,
29915,,,,,,,,,,,,,,,,,,661501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29914,,,,,,,,,,,,,,,,,866143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29901,,,,,,,,,,,,,,,,,,,,,,,,,,,2050210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29899,,,,,,,,,,,,,,1812070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29896,,,,,1314290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553090,,,
29892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875849,,,,,,,,,,,,,,,,,,,,,,,,
29889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159600,,,,,,,,,
29886,,,,,,,,,3407650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29882,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515320,,,,,,,,,,,,,,,,,,,,,,,,,,,
29877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852159
29872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831450,,,,,,,,,,,,,,,,,,,,,,
29871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143710,,,,,,,,,,,,,,,,,,,,,,,,,,
29870,,120855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29860,,,,,,,,,,,,,,,,,,,,,441251,,,,,,,,,,,,,,,,606927,,,,,,,,,,,,,,,,,,
29852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247120,,,,,,,,,,,,,,,,,,,,,,,
29851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307390,,,,,,
29846,,,,,,,,,,,,,,,,,,,,,,,,,,,2549640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29844,,,,,,,,,,,,,,,,835729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301720,,,,,,,,,,,,,,,,
29830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715205,,,,,,,,,,,,,,,,,,,,,
29829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835153,,,,,,,,,,,,,,,,,561569,,,
29825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873057,,,,,,,,,,,,,2048890,,,,,,,,,,,,
29822,,,,,,2092310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642210,,,,,,,,,,,,,,,,,,
29815,,,,,,,,,,,,,,,809291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29810,,,,978717,,,,,,,,,,,,,,,,,,,,,,,,,,,1088910,,,,,,,,,,,,,,,,,,,952396,,,,,
29807,,,148650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29800,,,,,1208120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29798,,,,,,,,,,,,,,,,,,,,,,,,,,,1379170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841711,,,,,,,,,,,,,,,,,,,,
29787,,,,,,2435240,,,,,,,,,,,,,,,,,,,,,,,,,,,,828033,,,,,,,,,,,,,,,,,,,,,
29777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979501,,
29772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864060,,,,,,,
29770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480490,,,,,,,,,,,,,,,,,,1544790,,,,,,
29759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937638,,,,
29757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540540,,,,,,,,,,,,,,,,,,,,687916,,
29755,,,,,,,,,,,1623580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29752,,,,,,,,,,,,,,,,,,,667390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832395,,,
29745,,,,,,,,,,,,,,,,,,,,,,,1845020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213360,,,,,,,,,,,,,,,,,,,,,,,,
29730,,,,,,,,,,,,,,,,657320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29728,,,,,,,,,,,,,,1545560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29724,,,,,,,2579310,,,,,,,,,,,,561277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29718,,96541.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814213,,,,
29712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716674,,
29698,,,,,,,2279380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29687,,,,,,,,,,,,,,,975838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29686,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328980,,,,,,,,,,,,,,,,,,,,,,,,,,,
29678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926564,,,,,,,,,,,,,,,,,,,,,,
29676,,,,,,,,,,,,,,,,,,,,,1138410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29675,,,,,,,,,,,2224290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718823,,,,,
29673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971032,,
29669,,,155129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661704,,,,,,,,,,,,,,,,,,,,
29660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958231,,,,,,,,,,,,,,,,
29640,,,,,,,,,,,,,,,,,,,745814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632,,,,,,,,,,,,,1451880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833950,,,,,,,,,
29624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395110,,,,,,,,,,,,,,,,,,,,,,
29617,,,,,,,,,,,,,,,,,,,,275404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950860,,,,,,
29611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687972,,,,,,,,,,,,,,,,
29603,,,,,,,,,,,,,,,808161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738626,,,
29602,,,,,,,,,,,,,,2034510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773026,,,,,,,,,,,,,,,,,,
29582,,,,,,,,,,,,,,,,,,,910551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748530,,,,,,,,,,,,,,,,,,,,,,,
29569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816548,,,,,,,,,,,,,,,,,,,,,
29563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548650,,,,,,,,,,,,,,,,,,,,,,,,,,
29561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951883,,,,,,,,,,,,,,,,,,,,,,
29560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802188,,,,,,,,,,,,1265380,,,,,,,
29556,,,287939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29555,,,,,,,,,,,,,,1390360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970800,,,,
29541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069630,,,,,
29538,,,232577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606574,,,
29510,,,,,,,,,,,,,,,1359070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29504,,,,,,,,,,,,,,,,1121310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674252,,,,,,,,,,,,,,,,,,,
29497,,,,,,,,,,,,,,,,,,,,143338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29489,,,,,,,,,,,,,,,811600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031860,
29482,,,,,,,,,,,,,,,,,,,1048810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29476,,,160756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29472,,,,,,,,,,,,,,,,1236990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29458,,,,,,,,,,,,,,,,,,620010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29457,,,,,1247470,,,,,,,,,,,,,,,,567718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29454,,,171353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29453,,,,,,,,,,1862310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29452,,,,,,,,,,,,,,,,,,,,152132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848870,,,,,,,,,,,,,,,,,,,,,,,,
29441,,,,,,,,,,,,,,,,,,632846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29428,,,,,,,,,,,,,,,,649547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29414,,,,,,,,,,,,,,,,,,,,,,,,1618590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999134,,,,,,,,,,,,,,,,,,,,,,,,,,
29394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671692,,
29388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459150,,,,,,,,,,,,,,,,,,,,,,
29387,,,,,,,,,,,1718590,,,,,,,,826450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218820,,,,,,,,,,,,,,,,,,,,,,,,,,
29364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310050,,,,,,,,,,
29362,,,,,,,,,,,,,,,,,,,,,757246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040480,,,,,,,,,,,,,,,,,,
29358,,,,,,,,,,,,,,,,,700832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29353,,,,,,,,,,,,,,,,,,,,233860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29341,,,,,1073660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966603
29322,,,,,1513030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941259,,,,,,,,,,,,,,,,,,,,,,,,
29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751810,,,,,,,,,,,,,,,,,,,,1015200,,,,,
29309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375330,,,,1359710,,,,,,
29296,,,,,,,,,,,,,,,883347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836922
29272,,,,,,,,1037200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200180,,,,,,
29256,,,,,,,,,,2575430,,,,,,,,,,,,,,,,,,,,,801841,,,,,,,,,,,,,,,,,,,,,,,,
29254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074710,,,,,,,,,,,,,,,
