,Sample name,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
33147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125040,,,,,,,,,,,,,,,,,,,,,,,,
33135,,,,,,,,,,,,,,,,,,,1076930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33125,,,,,,,,,,,,,,,,,,,,239306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748470,,,,,,,,,,
33111,,,,,1406870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070800,,,,,,,,,,,,
33108,,,,,,,,,,1555880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839419,,,,,,,,,,,,,,,,,,
33096,,,,,,,,,,,,,,,,,,,604449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822665,,,,,,,,,,,,,,,,,,,,,,,,,,
33087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587830,,,,,,,,,,,,,,,,,,,,
33083,,,,,,,,,1464730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2724800,,,,,,,,,
33076,,,,,,,,1277990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883760,,,,,,,,,,,
33072,,,,,,,,,,,,,,,,,,,,,,,,,,5448850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33070,,,,,1086260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960005
33058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629850,,,,,,,,,,,,,,,,,,
33049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150200,,,,,,
33042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394710,,,,,,,,,,,,,,,,,,,,,,,,
33038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218670,,,,,,,,,,,
33037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115415,,,,,,,,,,,,,,,,,
33031,,,,,,,,,,1474070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883970,3693660,,,,,,,,,
33028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955596
33002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637930,,,,,,,,,,,,,,,,,,
33001,,,,,,,,1392070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32998,,137435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32995,,,,,,,,,,2189820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497990,,,,,,,,
32994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154830,,,,,,,
32983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689631,,,,,,,,,,,,,,,,,,
32977,,,,,,,,,,,,,,,,,,,,,1479360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850130,,,2223910,,,,,,,,,
32965,,,,,,,,1400980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32961,,,,,,,,,,,,,,,,,,,784540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001190
32957,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684440,,,,,,,,,,,,,,,,,,,,,,,,,,,
32955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496150,,,,,,,,,,,,,,,,,,,,,,,,,,
32954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010030,,,,,,,,,,,,,,,,,,,,,,,,,
32945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847273,,,,,,,,,,,,,,,,,,,,,,
32935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568730,,,,,,,,,,,,
32929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040470,,,,,,,,,,,
32924,,,,,,,,,,,,,,,,,,,,,,,,,,2274990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768091,,,,,,,,,,,,,4361900,1969420,,,,,,,,,
32920,,,,,,,,,1369470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161940,,,,,,,,,,,,,
32914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310720,,,,,,,1189450
32901,,,,,901678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192920,,,,,,,,,,,,,
32892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867301,,,,,,,,,,,,,,,,,,,,,,,,,,
32889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010040,,,,,,
32888,,,,,,,,,,1735530,,,,,,,,,,,,,,,,4229880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887,,,,,,,,,,,,,,1143770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417260,,,,,,,,,,,
32885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823900,,,,,,,,,
32884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491070,,,,,,,,,,
32879,,,,,,,,,,,,,,,,,,,,,,,,,3322680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32872,,,,,,,,,,,,,,,,,,,,,,2442800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615800,,,,,,,,,,,,
32850,,,,,,,,,,,2249730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892690,,,,,,,,,
32849,,,,,,,,,,,,2488640,,,,,,,,,,,,,,,4677330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735183,,,,,997780
32845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335070,,,,,,,,,,
32831,,,,,,,,,,,,,,,,,,,,,,,1915550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32829,,,,,,,,1533400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32824,,,,,,,2158860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467040,,,,,,,,,,,,
32820,,,,,,,,,,,,,1064220,,,,,,,,,,,2051310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281980,,,,,,,,,,,,,,,,,,,,,,,,
32814,,,,,,,,,,,,,,,,,,,,,,,,,,,4920180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549430,,,,,,,,
32810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709190,,,1617310,,,,,,
32809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940030,,,,,,,,,,,,,,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,1490240,,,,,,642992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32795,,,,,2854620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973615,,,,,,,,,,,,,,,,,,,,,
32790,,,,,,2388530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044550,,,,,,,,,,,
32789,,,,,,,,,,,,,,,,,,,,,,,,6102260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32788,,,,,,,,3100590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32786,,,,,,,,,,3152440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32785,,,,,,,1375940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431990,,,,,,,,,,
32779,,,,,,,,,3026670,,,,,,,,,,,,,,,,,3938750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833200,,,,,,,
32774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4739940,,,,,,,,,
32770,,,,,1957810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493429,,,,,,,,,,,,,,,,
32760,,,,1455090,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271480,,,,,,,,,,,,,,,,,,,,,,,
32759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743832,,,,,,,,,,,,,,,,,,,,,,,,1133080
32753,,,,,,,,,,,,,,,,,,,,,,2575380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32751,,,,,,,,,,,,,,,,,,,,,,,2109560,,,,,,918742,,,,,,,,,,,,,,,,,,,,,,,,,,
32750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667470,,,,,,,,,,,,,,
32747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765662,,,,,,,,,,,,,,,,,727662,,
32745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3171200,,,,,,,,,
32743,,,,,,,,,,,,,,,,,,,,,,,,,,4622940,,,,,,,,,,,,,,,,,,,4252060,,,,,,,,,,
32742,,,,,,,,,,,,,,,,,,,,,,,,,4598550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632980,,,,,,,,,,,
32738,,,,,,,,,1736750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32736,,,,,,,1991250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32729,,,,,,,,,,,,,,,,,,,,,,2003370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32728,,,,,1972620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048570,,,,,,,,,,,,,,
32727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924851,,,,,,,,,,,,,,,,,,,,,
32726,,,,,,,,,,,,,,,,,,,,,,,2705120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766060,,,,,,,,,,,,,,,
32722,,,,,,1695070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32721,,,,,,,,,,,,,,,,,,692583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780438,,,,,
32718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261900,,,,,,,,
32717,,,,,,,,,,,,,,,,,,,,,,,,,,,3848850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,,,,,,,,,,,,1611920,,,,,,,,,,,,,,5573740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676600,,,,,,,,,,,,,
32711,,,,,,,,,,,,,,,,,,,,,,2207480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,,206432,,,,,,,,,,,1255980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32708,,,,,,,,,,,,,,,,,,,,,,,,,2262610,,,1694360,,,,,,,,,,,,,,,,,,,,,,,,,,,
32707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9326450,,,,,,,,,
32703,,,,,,,,,,,4794030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511510,4840600,,,,,,,,,,
32696,,,,,,,,,,,,,,,,,,,,,,,,2259210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32694,,79190.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142870,,,,,,,,,,,,,,,
32690,,,,,,,,,,,,,,,,,,,,,,1859230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32689,,,,,,,,,,,,,,,,,,,,,1199780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,,,,787959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32685,,,,,3020250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32684,,,,,,2051520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32681,,,,,,,,2805490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,,,,,,,,,,,,,994960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32679,,,,,,,,,,,,,,,,,,,,,,,3906030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32678,,,153313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958651,,,,,,,,,,,,,,,,,,,,,
32677,,,,,,,,,,,,,,,1823960,,,,,,,,,2857650,,,,,,,,,955602,,,,,,,,,,,,,,,,,,,,,,
32673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916770,,,,,,,,,,,,,,,,,2694460,,,,,,,,
32672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693920,,,,,,,,,,,,,
32671,,,,,,,2403030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32670,,,,,,,,,,,,,,,,,,,,,,3036440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804370,,,,,,
32668,,,,,,,,,,,1646860,,,,,,689515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667,,,,,,,,,,,,,,,,,,,,,,,,,,4420790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32665,,,,,,,,,,,,2310490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944800,,,,,,,,,
32658,,85576.5,,,,,,,,2270680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32653,,,,,,,,,,,,,,,,,,,,,,,,2170240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32650,,,,,,,,,2026530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5759700,,,,,,,,,,,
32647,,,,,,,,,,,,,,,,,,,,143586,,,,,,,,,,,,,,,,,,,,,3538620,,,,,,,,,,,,,,
32646,,,,,3147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994580,,,,,,,,,,,,,,,
32636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152885,,,,,,,,,,,,,,,,,
32635,,,,,,,,,,,,,,,,,,,,,,,,,1832110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32633,,,,,,,,,,,,,,,,,,,710219,,,,,,,,,,,,,,,,,,,,,,,,5040150,,,,,,,,,,,,
32628,,,,,,,,,,,,,2095910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32627,,,,,,,,,,,,,,,,,,,,,719628,,,,,,1617260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521800,,,,,,,,,1674540,,,,,,,,,1214120,,,,,,
32623,,,,,,,,,,,,,,,,,1068710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32622,,,,,,,,,,,,1971330,,,1732280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164000,,,,,
32619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378230,,,,,,,,,,,,,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4037760,,,,,,,,,
32614,,,,,,,,,,,,,,,,,,,,,,,2005050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777213,,,,,,,,,,,,,,,,,,,,,,
32611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100010,,,,,,,,,,,,,,,,6339880,,,,,,,,,,
32610,,,,,,,,,,,,,,,,,,,,,,,,,,3350560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32609,,158584,,,,,,,1826150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32608,,,,,,,,,,,,,,,,,,,,,724493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32607,,,,,,,,,,4273880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600,,,,,,,,,,,,,,,,,,,,,,,,,5725360,,,,,,,,,,,,,,,,,,3731730,,,,,,,,,,,,
32599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792600,,,,6137350,,,,,,,,,,,
32598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144930,,,,,,,,,,,,,,,,,,,,,,,,,
32597,,,,,,,,3960460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32589,,,,,,,,,,,,,,,,,,,,,,,2545880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698941,,,
32588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002930,,,,,,,,,,,,,,,,,,,,,,,
32587,,,,,,,,,,,,,,,,,,,,,,3840030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785215,,,,
32583,,,,,,,,,,,,,,,,,1651040,,,,456187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32582,,,,1437620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328659,,,,,,,,,,,,,,,,
32578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381810,,,,,,,,,,,,,
32576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730930,,,,,,,,,
32574,,,,,,1586680,,,,,4079960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371010,,,,,,,,,,,,,,
32573,,,,,,,,,,,,3281050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572,,,,,,,,,,,,,,1325110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32571,,,,,,,,,,,,,,,,,,701100,,,,,,,,,,,1560750,,,,,,,,,,,,,,,,,,,,,,,,,,
32569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816829,,,,,,,,,,,,,,,,,,,,,
32567,,,,,1988170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32565,,,,,,,,,,,,,,,,,,,,,,,,,,6749740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076410,,,,,,,,,,,
32561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551839,,,,,,7397200,,,,,,,,,,
32559,,,,,,,,,,,,,,,,,,,,,,,,3758280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223690,,,,,,,,,
32556,,,,,,,,2503090,,6912990,,,,,,,,,,,,,,,,,,,,,,,,,,703567,,,,,,,,,,,,,,,,,,,
32555,,,,,,,,,,,,,,,,,,,,,,,,,6457560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32554,,,,,,,,,,,,,1003820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165990,,,,,,,,,,,,,,,,,,,,,,,,,,
32549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361710,
32548,,,,,,,,,,,,,,,833143,,,,,,,,,,,,,,,,,,,,,,,,,,3188170,,,,,,,,,,,,,,
32547,,,,,3868830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986290,,,,,,,,,,,,,,,
32544,,,,,,,,,,,,,,,,,,,,,1112110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6555990,,,,,,,,,,,,,
32540,,,,,,,,,,,,,,,,,,,,,,5607150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136900,,,,,,,,,,,,,,,,,,,,,,,,,
32538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542420,,,,,,,
32537,,,,,,,,,,,,,,,,,,,,,,,5150580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32532,,77415.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872337,,,,,,,,,,,,,,,,,,,,,,,,,,
32525,,,,,,,,,3920030,,,,1659340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,,,,,,,,,3536990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32523,,,,,,,,,,,,,,,,,,,,,,,,,,7229930,,,,,,,,,,,,,,,,,,,,5410740,,,,,,,,,
32521,,,,,,,,,,,,,,,,,,,,,,,,,5702660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32520,,,,,,,,,,6416970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32519,,,,,,,,,,,,,,,,,,,,,,,,,,,4713950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
