,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32046,,,,,,,,,,3512400,2432430,,,,,,,,,,,,,,,,,2351700,,,,,,,,,,,,,,,,,,2363530,,,,,,,,,
32045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772700,,,,,,,,,,,,,,,,,,1722080,,,,,,,,
32033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044700,,,,,,,,,,,,
32028,,,,,,,,,,,,,,,,,288379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9911300,,,,,,,,,,,
32025,,,,,,,,18311800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32024,,,,,,,,,7459960,,,,,,,,,,,,,,,,,17917500,,,,,,,,,,,,,,,,,,,6986090,,,,,,,,,,
32023,,,,,,,,,,,,,,,,,,,,,,,,,,,3359370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32022,,,,,,,,,,,,,,,,,,,,,,,,,1879390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020,,,,,,,1723330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32017,,,,,,,,,,2237900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595700,,,,,,,,,
32013,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975280,,,,,,,,,,,,,,,,,,,,,,,,,,,
32006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368020,,,,,,,,
32004,,,,,,,,,,,1823060,,,,,,,,,,,,,,,,,,1098760,,,,,,,,,,,,,,,,,,,,,,,,,,
31995,,,,,,,4290110,,,,,,,,,,,,,,,,,,3804290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040970,,,,,,,,,,,,
31991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079180,,,,,,,,,,,
31987,,,,,,,,,,,,,,,,,,,,,,,,301076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31986,,,,,,,,6427630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31984,,,,,,,,,,,,,,,,,,,,,,,,,,5986970,5386980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5898540,,,,,,,,,,
31982,,,,,,,,,7400620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31978,,,,,,277769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236717,,,,,,,,,,,,,,,,,,,,,,,,,,
31974,,,,,,,,,,,260579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31964,,,,,,,,,,,,,,,,,,,,,,,,,,,,548753,,,,,,,,,,,,,,,,,,,,,,,,,,,
31955,,,,,,,,5531230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838920,,,,,,,,,,,
31954,,,,,,,,,,,,,,,,,,,,,,,,444029,,4581230,,,,,,170590,,,,,,,,,,,,,,,,,,,,,,,
31953,,,,,,,,,,,,,,,,,,,,,,,,,2417910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31952,,,,,,,2900910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628000,,,,,,,,,,
31944,,,,,,,,,,1260940,,,,,,,,,,,,,,,,,,,257318,,,,,,,,,,,,,,,,,,,,,,,,,,
31943,,,,,,,,,4778600,,,,,,,,,,,,,,,,,,4064610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158260,,,,,,,,,
31937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655930,,,,,,,,,,,,
31921,,,,,,410458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31917,,,,,,,,,,,,,,,,,,,,,,,,560615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31916,,,,,,,1226590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362131,,,,,,,,,,,,,,,,,,533895,,,,,,,,
31913,,,,,,,,,,,500846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31912,,,,,,,,,,,,,,,,,,,,,,,,,,,2421000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821900,,,,,,,,,,,
31909,,,,,,,,3390080,2294130,,,,,,,,,,,,,,,,,2790760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341910,,,,,,,,,,
31901,,,,,,,,,,3893550,,,,,,,,,,,,,,,,,,2689740,,,,,,,,,,,,,,,,,,2903220,,,,,,,,,
31893,,,,,,,,,,,,,,,,,,,,,,,,440023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31889,,,,,,,5757020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31887,,,,,,,,,,,,,,,,,,,157526,,,,,,,,,,,,,,,,160704,,,,,,,,,,,,,,,,,,,,
31886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470578,,,,,,,,,,,,,
31883,,,,,,,,,,,,,,,,,251370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652750,1829430,,,,,,,,,,,
31877,,,,,,,,,,,,,,,,,,,,,,,,,4998360,868656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31876,,,,,,,,1578460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31874,,,,,,,,,,,,,,,,,,,,,,,,524500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31869,,,,,,,,,,1382230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824412,,,,,,,,,
31868,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177260,,,,,,,,,,,,,,,,,,,,,,,,,,,
31863,,,,,,,,,,,,,,,,,,,,,,,,,,,1555320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047610,,1607500,,,,,,,,
31860,,,,,,,,,1825160,,2488930,,,,,,,,,,,,,,,,,,1268540,,,,,,,,,,,,,,,,,,,,,,,,,,
31855,,,,,,,,,,,,,,,,136076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31853,,,,,,,,2524040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921020,,,,,,,,,,,
31849,,,,,,,4095800,,,,,,,,,,,,,,,,,252345,3362210,,,,,,,,,,,,,,,,,,2415260,,,,,,,,,,,,
31837,,,,,,,,,,,,,,,,,,,,,,,,,,1866290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31822,,,,,,,,,,,,,,,,,,,,,,,,,,,,307811,,,,,,,,,,,,,,,,,,,,,,,,,,,
31821,,,,,,299538,,,,632027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376234,,,,,,,,,
31820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369281,,,,,,,,,,,,,
31818,,,,,,,,,776219,,,,,,,,,,,,,,,465967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551916,,,,,,,,,,
31814,,,,,,,,,,,,,,,,,,,,,,,,,3301860,,,,,,,,,,,,,,,,,,2335210,,,,,,,,,,,,
31813,,,,,,,3345360,,,,,,148751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816160,,,,,,,,,,,
31810,,,,,,,,4093510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31809,,,,,,,,,,,,,,,,,,,,,,,,,,,655420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221293
31796,,,,,,,,,,,,,,,,,,,,,,,,,,3268570,,,,,,,,,,,,,,,,,,,,,,,,,,,155188,,
31790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121248,
31785,,,,,,,,,,,,,,,,,,,,,,,,528532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196699,,,,,,,,,,,,,
31770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156275,,,,,,,,,
31769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118432,,,,,,,
31767,,,,,,293143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765,,,,,,,,,,,190624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31761,,,,,,,,,,,,,,,,,,,,,,,,,,1593110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31756,,,,,,,,1834990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755,,,,,,,,,1254040,,,,,,,,,,,,,,,,,,687751,,,,,,,,,,,,,,,,,1494970,870073,,,,,,,,,,
31752,,,,,,,,,,,,,,,,,,,277679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31751,,,,,,,,,,,,,,,,,,,,,,,,,1907200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31750,,,,,,,2598620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426780,,,,,,,,,,,,
31738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351265,,,,,,,,,,,,,
31735,,,,,,408985,,,,,,,,,,,,,,,,,,1366680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31734,,,,,,,,580987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475376,,,,,,,,,,,
31715,,,,,,,,,735794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31714,,,,,,,,,,,,,,,,,,,,,,,,,,,727202,,,,,,,,,,,,,,,,,,565329,,,,,,,,,,
31713,,,,,,,,,,,,,,,,,,,,,,,,,,966331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31712,,,,,,,,,,252005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31711,,,,,,,,,,,,,,,,,,221300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31710,,,,,,,,1083180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31705,,,,,,608585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654097,,,,,,,,,,,
31701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118810,,,,,,,,,,,,
31700,,,,,,,,,,,,,,,,,,,,,,,,390250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374474,,,,,,,,,,,,,
31691,,,,,,,3297980,,,,,,,,,,,,,,,,,,2228920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31688,,,,,,,,,,,,,,,,,,,,,,,,,,,248431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31686,,,,,,,,,269229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31670,,,,,,875800,,,,,,,,,,,,,,,,,,525563,,,,,,,,,,,,,,,,,,,,,235841,,,,,,,,,,
31669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419073,,,,,,,,,,,,,
31666,,,,,,,,,,,,,,,,,,,,,,,,,,,235030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681386,,,,,,,,,,,
31661,,,,,,,,912005,,,,,,,,,,,,,,,,,,684560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127451,,,,,,,,,,,,,,,,,,,
31651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220746
31649,,,,,,,,,,,,,,,,,,,183778,,,,,,3933210,,,,,,,,,,,,,,,,,,,,174435,,,,,,,,,,
31648,,,,,,,5206970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615030,,,,,,,,,,,,
31643,,,,,,517646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109592,,,,,,,,,,,,,,,,,,,,,,,,
31638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219129,,,,,,,,,,,,,
31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580506,,,,,,,,,,,
31628,,,,,,,,829893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155126,,,,,,,,,,,,,,,,,,,,,
31624,,,,,,,,,264229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128716
31615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152148,,,,,,,,
31608,,,,,,,,1002870,,,,,,,,,,,,,,,,,,603209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31607,,,,,,,,,,,,,128566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751277,,,,,,,,,,,
31604,,,,,,,2195810,,,,,,,,,,,,,,,,,,1828730,,,,,,,,,,,,,,,,,,1550250,,,,,,,,,,,,
31600,,,,,,,,,,,,,,,,,,,,,,,,678417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31599,,,,,,617230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31589,,,,,,,,538171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182418,,,,,,,,,,,,,
31565,,,,,,,,,,,,,,,,,,,,,,,,,,710155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31564,,,,,,,,995726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711894,,,,,,,,,,,
31561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803368,,,,,,,,,,,,
31559,,,,,,,,,,,,,,,,,,,,,,,,,802459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31558,,,,,,,1188510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31549,,,,,,,,,,,,161985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721102,,,,,,,,,,,,
31543,,,,,,,,,,,,,,,,,,,,,,,,997917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399863,,,,,,,,,,,,,
31530,,,,,,492861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31525,,,,,,,,,,,,,,,,,,,,,,,,904234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31523,,,,,,,,,,,,,,,131929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31522,,,,,,,,,,,,,,,,,,,,,,,,,657961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31511,,,,,,,,366429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121259,,,
31504,,,,,,,,,,,,,,,,,,,,,,,,,1016630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456910,,,,,,,,,,,,
31502,,,,,,,1607060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100707,,,,,,,
31500,,,,,,,,,,,,,,,,,,,,,,,,1413610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372440,,,,,,,,,,,,,
31497,,,74034.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121433,,,,,,,,,,,,,,,,,,,
31492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95222.3,,,,
31491,,,,,,740155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232980,,,,,,,,,,,,
31482,,,,,,,,,,,,,,,,,,,,,,,,,1102770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175556,,,,,,,,,,,
31478,,,,,,,,,,,,,,,,,,,,,,,202777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31463,,,,,,,,,,,,,,,,,,,,,,,,,793149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31461,,,,,,,870985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847679,,,,,,,,,,,,
31457,,,,,,,,,,,,,,,,,,,,,,,,558707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31456,,,,,,436441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408660,,,,,,,,,,,,,
31447,,,,,,,,,,,,,,,,177826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31443,,,,,,,,,,,,,,,,,,,,,,,,,647229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31441,,,,,,,,,194808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219245,,,,,,,,,,,,,,,,,,,
31427,,,,,,,419046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31424,,,,,,,,,,,,,,,,,,,,,,,,,828100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31421,,,,,,,,,192625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731834,,,,,,,,,,,,
31419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129779,,,,,,,,,,,,,,,,,,,,,,
31405,,,,,,,,,,,,,,,,,,,,,,,,,545126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31398,,,,,,864511,,,,,,,,,,,,,,,,,,848704,,,,,,,,,,,,,,,,,,725411,,,,,,,,,,,,,
31396,,,,,,,,,257894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149732,,,,,,,,,,,,88339.2,,,,,,,
31358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966895,,,,,,,,,,,,,
31357,,,,,,1359730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31356,,,,,,,,,,,,,,,,,,,,,,,,1433960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620735,,,,,,,,,,,,
31341,,,,,,1293730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857821,,,,,,,,,,,,,
31335,,,,,,,340306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31332,,,,,,,,,,,,143165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126879,,,,,,,,,,,,,,,,,,,,,
31324,,,,,,,,,,,,,,,,,,,,,,,,,195139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31312,,,,,,,,,,,,,,,,,,,,,,,,,,,,169281,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310,,,,,,,,,,,,,,206232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217447,,,,,,,,,,,
31309,,,,,,,,348329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31304,,,,,,,807759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553946,,,,,,,,,,,,
31300,,,,,,,,,,,,,,,178848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31297,,,,,,,,,,,,,,,,,,,,,,,,1171400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31296,,,,,,727709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649022,,,,,,,,,,,,,
31289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124572,,,,,,,,,,,,,,,,,,
