,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
33478,,,,,,,,,,,,,,,,,,,183816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33477,,,107795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33475,,,,,,,,,,,,,,561834,,,,,,,,,,,,,,,,,410895,422511,,,,,,,,,,,,,,,,,,,,,,,
33474,,,,,,,,,,,,,,,,493497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585866,547733,,,
33473,,,,,,,,,,,,,608796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33472,,,,,,,,,,,,,,,,,385511,,,,,,,,,,,,,,,,,,263357,,,,,,,,,,,,,,,,,,,,
33471,,,,,,,,,,,,,,,620058,,,,,,,,,,,,,,,,,,511487,427313,,347825,,,,,,,,,,,,,,,,,,218109,
33470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298516,,
33469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132093
33467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391174,,,,,
33464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302895,,,,,,
33457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339707,,,,,,,,,,,,,,,,,,,,,,,,
33454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247293,,,,,,,,,,,,,,,,,,,,,,,,,
33443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245424,
33442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463930,,412964,,,,,,,,,,,,,,,,,,,,,
33439,,,,,,,,,,,,,,,,555620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440331,,,,
33436,,,,,,,,,,,,,,,,,533257,506084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329407,501991,,
33435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449451,,,,,,,,,,,,,,,,,,,,,,
33434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420062,,,,,,,,,,,,,,,359554,,,,,
33433,,,,,,,,,,,,,,603217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33432,,,,,,,,,,,,,,,475251,,,,,,,,,,,,,,,,,,,,,234810,,,,,,,,,,,,,,,,,,,
33429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64610.1,,,,,,,,,,,,,,,,,
33426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188438,,,,,,,,,,,,,,,,,,,,,,,,,,
33425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84253.9,,,,,,,,,,,,,,,
33419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141646,,,,,,,,,,,,,,,,,,,,,,,,,
33418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152615,,,,,,,,,,,,,,,,,,,,,,,,
33417,,,,,,,,,,,,453572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375031,,,,,,
33410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368270,,,,,
33405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506995,,,,,,,,,,,,,,,,,,,,,,
33403,,,,,,,,,,,,,,398575,681886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33402,,,,,,,,,,,,,,,,,,503038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199008,
33401,,,,,,,,,,,,,,,,538275,381630,,,,,,,,,,,,,,,474300,,,,,,,,,,,,,,,,,,,,,,,
33400,,,,,,,,,,,,,413788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354192,,,,
33399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317883,,,,,,,,,,,,,,,,,,,,,
33398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391206,,168307,,,,,,,,,,,,,,,,463261,,
33396,,,,,,,,,,,,,,,,,,,258206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584708,,,
33395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310331,,,,,,
33394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365182,,,,,,,,,,,,,,,,,,,
33383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67051.6,,,,,,,,,,,,,,,
33377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400643,,,,,,,,,,,,,,,,,,,,,,,,
33374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208942,,,,,,,
33373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495036,,,,,,,,,,,,,,,,,278342,,,,,,
33371,,,,,,,,,,,,,595154,,,,,,,,,,,,,,,,,,,,,,,,,,,,147523,,,,,,,,,,,,,,
33369,,,,,,,,,,,,287254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33367,,,,,,,,,,,,,,752877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33364,,,,,,,,,,,,,,,,,,,,,,123344,,,,,,,,,,,,,,,,,,,,,,,,,,,,511256,778869,635163,,,
33363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843767,534099,,,,,,,,,,,,,,,,,,,,,
33362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259860,,
33361,,,,,,,,,,,,,,,763773,703730,,,,,,,,,,,,,,,,,,,341936,,,,,,,,,,,,,,,,,,,,
33360,,,,,,,,,,,,,,,,,298006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33358,,,,,,,,,,,,,,,,,,,,,99132.7,,,,,,,,,,407076,,,,,,,,,,,,,,,,,,,,,,,,
33347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150577,,,,,,,,,,,
33346,,,,,,,,,,,377423,331337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33334,,,,,,,,,,,,,,,,,,,,,,107997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33330,,,,,,,,,,,,,281386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639660,,,,
33329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427370,,,,,,,,,,,,,,,,,,,,
33328,,,,,,,,,,,,,,,,,276710,,,,,,,,,,,,,,438171,558719,,,,,,,,,,,,,,,,,,,,,357909,,
33327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612934,558764,,,,,,,,,,,,,,,,,,,,,
33326,,,,,,,,,,,,,,,,729022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581588,,,
33325,,,,,,,,,,,,,,,816132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272328,,,,,,
33321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158896,,,,,,,,,,,,,,647674,,,,,
33318,,,,,,,,,,,,,,714877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52355.1,,,,,,,,,,,,,,,,
33307,,,,,,,,,,,,,228171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33306,,,,,,,,,,,,,,,,,,332160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211811,,,,,,,,,,,,,,,,,,,
33303,,,120544,,,,,,,,,,,,,,,,,,,,,,,323863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33300,,,,,,,,,,,,384634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331827,,,,,,,,,,,,,,,,,,,,,,,,
33296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176009,,,,,,,,,,
33293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334643,,
33291,,,,,,,,,,,222109,,,,,494342,334797,,183129,,,,,,,,,,,,,,,,403597,,,,,,,,,,,,,,,,,,,177445,
33290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423705,,,,,,,,,,,,,,,,387083,,,,,
33289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474573,,,,
33288,,,,,,,,,,,,,,366511,525880,,,,,,,,,,,,,,,,,538302,528948,,,,,,,,,,,,,,,,,,,291741,,,
33286,,,,,,,,,,,,,502517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406324,,,,,,,,,,,,,,,,,,,359928,,,,,,
33283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354533,,,,,,,
33278,,,88750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317887,,,,,,,,
33274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426262,,,,,,,,,,,,,,,,,,,,,,,,
33266,,,,,,,,,,,,,521205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366038,,,,,,
33257,,,,,,,,,,,,,,,558275,,,,,,,,,,,,,,,,,688458,,,,,,,,,,,,,,,,,,,,,,,
33256,,,,,,,,,,,,,,,,548580,,,,,,,,,,,,,,,,,500181,,,,,,,,,,,,,,,,,,576704,,,,
33255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353033,,,,,,,,,,,,,,,,,,,,
33254,,,,,,,,,,,,,,459173,,,,,,,,,,,,,,,,,,,,323272,,136076,,,,,,,,,,,,,,,,,,106497,
33253,,,,,,,,,,,,,,,,,189408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387672,,,,,
33251,,,,,,,,,,,,,,,,,,329214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352534,,,
33250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366253,,,,,,,,,,,,,,,,,,,,,,198571,,
33249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132875
33239,,,,,,,,,,,318876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380988,,,,,,,,,,,,,,,,,,,,,,,,,
33228,,,,,,,,,,,,476640,,,,,,,,,,,,,,,,,,,277507,,,,,,,,,,,,,,,,,,,,,,,,
33227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588451,,,,,
33226,,,,,,,,,,,,,,861464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33225,,,,,,,,,,,,,497845,,,,,,,,,,,,,,,,280186,,,,,,,,,,,,,,,,,,,,,,,,,,
33223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283519,,,,,,,
33221,,,,,,,,254424,,,,,,,,,,,,,,,,,,,,,,,,951743,,,,,,,,,,,,,,,,,,,,,,,
33220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145268,,,,,,,,,,,,,,,,,,,,
33219,,,,,,,,,,,,,,,,,,193638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33217,,,,,,,,,,,,,,,834776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561582,,,
33216,,,,,,,,,,,,,,,,825170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787785,,,,,,,,,,,,,,,,,,780501,,,,
33214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558789,,,,,,,,,,,,,,,,,,,,,
33213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241209,,
33209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314154,,,,,,,,,,,,,,,,,,,,,,,,,
33207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336777,,,,,,
33203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291090,,,,,,,,,,,,,,,,,,,371493,,,,,,,
33202,,,,,,,,,,,,,,,,,,182932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33184,,,,,,,,,,,,,,521771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202150,,
33183,,,,,,,,,,,,,626908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352862,563663,,,,,
33181,,,,,,,,,,,,436183,,,,,,,,,,,,,,,,,,,,755373,,,321500,,,,,,,,,,,,,,,,,,,,
33180,,,,,,,,,,,,,,,970812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599530,,,,,,,
33179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380516,,,,,,,,,,,,,,,,,,,,,741996,,,,
33178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843364,,,,,,,,,,,,,,,,,,,565598,,,
33177,,,,,,,,,,,,,,,,755897,343895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590088,,,,,,,,,,,,,,,,,,,,,
33171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379485,,,,,,,,,,,,,,,,,,,,,,,,,,
33170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383767,,,,,,,,
33165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539941,,,,,,,,,58505.7,,,,,,,,,,,,,,,
33160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306431,,,,,,,,,
33157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213728,,,,,,,,,,,,,
33148,,,,,,,298241,,,,,,,646000,,,248468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184385,,,,,,,,,,,,,,,,,,,,,
33146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454660,420472,,,,
33145,,,,,,,,,,,,,,,547883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138422,,,,,,,,,,,,,,,,,,,,
33143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398305,401880,,,,,,,,,,,,,,,,,,,,,,
33142,,,,,,,,,,,,,,,,218597,,,,,,,,,,,,,,,583237,,,,,,,,,,,,,,,,,,,,,280020,,,
33141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540497,,,,,,
33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432289,,,,,,,,,,,,,,,,,,,,,,,,,,
33139,,,,,,,,,,,,497699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480894,,,,,,,,,,,,,,,,,,,,,,,,,
33128,,,,,,,,,,,,,499259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306672,,,,,,,
33118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177658,,,,,,,,211535,,,,,,,,,,
33112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471353,,,669014,,,,,,,,,,,,,,,,,,,,,,,
33111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454353,,,,,
33110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438028,,,,,,,,,,,,,,,,,,269816,,,
33109,,,,,,,,,,,,,,725949,,,,,,,,,,,,,,,,,535774,,475341,,,,,,,,,,,,,,,,364123,,,,,,
33108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576852,,,,
33107,,,,,,,,,,,,,334665,,630566,,,212314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33106,,,,,,,,,,,,449825,,,,,,,,,,,,,,,,,,505911,,,,,138889,,,,,,,,,,,,,,,,,,,,
33105,,,,,,,,,,,,,,,,,,,,,,,,,,,,414887,,,,,,,,,,,,,,,,,,,,,,,,,,,
33104,,,,,,,,,,,,,,,,186378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33103,,,,,,,,,,,,,,,,,,,,,,,,,,182419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263968,,
33099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538357,,,,,,,,
33097,,,,,,,,,,,508016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415853,,449934,,,,,,,
33092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482892,,,,,,,,146427,,,,,,,,,,,,,,,,,,
33081,,,,,,,,,319507,,,,637241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080,,,,,,,,,,,,626329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667477,,,,,,,,,,,,,,352488,,,,,644470,,,,,
33076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640963,,,,,,,,,,,,,,,,,,,,,,
33075,,,,,,,,,,,,,,,924655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740922,,448349,362935,,,,,,,,,,,,,,,,,,,,
33070,,,,,,,,,,,,,,704007,,749147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741435,597085,,,
33068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343892,,,,,,
33067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464179,,,,,,,,,,,,,,,,,,,,,,,,,
33056,,,,,,,,,,383544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33054,,,,,,,,,,,,,,,,,,,,,,,,,,325534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33053,,,,,,,,,431437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433450,,,,,,,,
33051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73273.1,,,,,,,,,,,,,,,
33049,,,,,,,,,,,,,,,,,,,,,,,,,305717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33048,,,,,,,,,,,416922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33044,,,,,,,,,,,,545808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483797,,,,,,
33042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540191,,,,,,,,,,,,,,,,,,,,,,,,,
33039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522801,,,,,
33037,,,,,,,,,,,,,,572860,,,,,,,,,,,,,,,429527,,,,,,,,,,,,,,,,,,,,,,626546,,,,
33036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518967,536097,,,,,,,,,,,,,,,,409021,,,,,,,
33034,,,,,,,,,,,,,,,898613,,,,,,,,,,,,,,,,,,722643,,,,,,,,,,,,,,,,,,,,,,
33033,,,,,,,,,,,,,,,,,252933,,,,,,,,,,,345576,,,,,,,,,,,,,,,,,,,,,,,,,,,
33031,,,,,,,,,,,,,,,,632636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250654,,
33030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410607,,,,,,,,,,,,,403262,,,,,536614,,,
33029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305170,,,,,,,,,,,,,,,,,,,,
33026,,,,,,,,,,402906,,,628239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33025,,,108706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222841,,,,,,,,,,
33008,,,,,,,,,,,,,,,,,,,,,,,,,,171818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33004,,,,,,,,540564,,,482715,,,,,,,,,,,,,,,,,,,585916,,,,,,,,,,,,,,,,,,,,,,,,,
33003,,,,,,,,,,,,,,,,,,,,,,,,,241489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000,,,,,,,,,,,,754742,,,,,,,,,,,,,,,,,,,,570269,,,,,,,,,,,,,,,,,,,,,,,
32998,,,,,,,,,,,,,,619067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621134,610369,,,,,,
32997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462753,,,,,
32996,,,,,,,,,,,,,,,,239669,,,,,,,,,,,,,,,790138,,394311,,,,,,,,,,,,,,,,,,,,,,
32995,,,,,,,,,,,,,725139,,472682,,,,,,,,,,,,,,647682,,,,,,,,,,,,,,,,,,,,,,332297,,,,
32993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434188,,,,,155872,,,
32992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68569.5,,,,,,,,,,,,,,,
32991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178326,,,,,,,,,,,,,
32985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114673
32974,,,,,,,,,,,,,,,,,,,167274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160750,
