,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
31971,,,,,,1836130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309630,,,,,,,,,,,,,,,,
31970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141646,,,,,,77530.5
31966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317100,,,,,,,,,,,,,,,,,
31965,,,,,,,,,,,,,,,,,,,,,,,,1279960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31964,,,,,,,,,,,,,,,,,,,,,,,,,1626000,,,,,,,,,,,,,,,,,,,,1416860,,,,,,,,,,,,,,,,,,
31963,,,1101870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31962,,,,1687260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498026,,,,,,,,,,,,,,,,,,,
31942,,,,,,,,,,,,,,,,,,,,,,,,,,,677236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31941,,,,3179180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3430210,,,,,,,,,,,,,,,,,,
31940,,,2261900,,,,,,,,,,,,,,,,,,,,,2146040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85462.4,,,
31928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94988.7,,,,,,,,,,,,,,,,,,,,,,
31926,,,,,,1708990,,,,,,,,,,,,,,,,,,,3805560,3303720,,,,,,,,,,,,,,,,,,,,4985610,2705160,,,,,,,,,,,,,,,,
31925,,,,4110440,3503240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467090,,,,,,,,,,,,,,,
31918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103318,,,,,,,,,,,,,,,,,,,,,,,,,
31903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95642.9,,,,,,,,,,,,,,,,,,,,,,
31897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246901,,,,,,,,,,,,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,50817.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31885,,,,,,,,,,,,,,,,,,,,,,,,,3664240,,1846120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884,,,,,3773760,2188370,,,,,,,,,,,,,,,,,,,,4745110,,,,,,,,,,,,,,,,,,,,4941760,3729740,1748570,,,,,,,,,,,,,,,
31883,,,,4564440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31882,,,,,,,,,,,,,,,,,,,,,,,,1835710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31881,,,1901410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559920,,,,,,,,,,,,,,,,,,
31880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206918,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39717.5
31857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952134,,,,,,,,,,,,,,,,,,
31850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118063,,,,,,,,,,,,,,,,,,,,,,,
31842,,,,,,,,,,,,,,,,,,,,,,,364973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163910,,,,,,
31840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429102,,,,,,,,,,,,,,,,,,,
31838,,,2723970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31837,,,,4137100,,,,,,,,,,,,,,,,,,,,2974370,3385980,,,,,,,,,,,,,,,,,,,,3891410,3155640,,,,,,,,,,,,,,,,,
31836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055340,,,,,,,,,,,,,,,,
31831,,,,,2934870,,,,403503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31827,,,,,,,,,,,,,,,,,,,,,,,,,,2340790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125765,,,,,,,,,,,,,,,,,,,,,
31819,,,,,,,,,,,,,,154477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,,,,,,,,,,,,,,,,,,,,81784.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84159.8,
31801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101784,,
31800,,,,,,,,,,,,,,,,,,,,,,,,,,718327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31796,,,,,1145300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31793,,,,,,,,,,,,,,,,,,,,,,,619934,,,,,,,,,,,,,,,,,,,,,585231,,,,,,,,,,,,,,,,,,,
31791,,263082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79706.9,,,,,,,,,,,,,,,,,,,,,
31785,,,,,,,,,,,,,,,,,,116191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31781,,,,3593580,,,,,,,,,,144310,,,,,,,,,,3388070,,,,,,,,,,,,,,,,,,,,,3701600,,,,,,,,,,,,,,,,,,
31780,,,2556630,,,,,,,,,,,,,,,,,,,,,,3131260,,,,,,,,,,,,,,,,,,,,,2464340,,,,,,,,,,,,,,,,,
31776,,,,,,,,,,,,,,,,,,,,86590.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406546,,,,,,,,,,,,,,,,,,,
31772,,,,,,,,,,,,,,,,100305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31768,,,,,,,,,,,,,,,,,,,,,69095.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95990.2,,,,,,,,,,,,,,,,,,,,,,
31763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018800,,,,,,,,,,,,,,,,,
31762,,,,2273460,,,,,,,,,,,,,,,,,,,,,1721580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828570,,,,,,,,,,,,,,,,,,
31758,,,1239520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31747,,,,,,,,,,,,,,,,,,,,,,,684154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174295,,,,,,
31745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188065,,,,,,,
31738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132306,,,,,,,,,,,,,,,,,,,,,,,,
31736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656558,,,,,,,,,,,,,,,
31735,,,,,,,,,,,,,,,,,,,,,,,,2963440,,,,,,,,,,,,,,,,,,,,,2542170,,,,,,,,,,,,,,,,,,
31734,,,2366080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840192,,,,,,,,,,,,,,,,,,,
31724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502300,,,,,,,,,,,,,,,,
31723,,,,3914450,3221770,387100,,,,,,,,,,,,,,,,,,,3706000,,,,,,,,,,,,,,,,,,,,,4042600,,,,,,,,,,,,,,,,,34930.1
31722,,,,,,,,,,,,,,,,,,,,,,,,,,3203310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31720,,,,,,,,,,,,,,,,,,,,,79701.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64635.6,,,,,,,,,,,,,,,,,,,,
31703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88417.1,,,,,,,,,,,,,,,,,,,,,,,
31692,,487102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007580,,,,,,,,,,,,,,,,,,,
31691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136187,,,,,,
31689,,,,,,,,,,,,,,,,,,,,,,,617137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31686,,,,,,,,,,,,,,,,,,,,,,,,,,521624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699770,,,,,,,,,,,,,,,,
31682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495300,,,,,,,,,,,,,,,,,
31681,,,,,2394640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67823.3,,,,,,,,,,,,,,,,,,,,
31680,,,,,,,,,,,,,,,,,,,,,,,,,2520250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31679,,,,3359270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31678,,,,,,,,,,,,,,,,,,,,,,,,2553080,,,,,,,,,,,,,,,,,,,,,2860950,,,,,,,,,,,,,,,,,,
31676,,,2589390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115264,,,,,,,,,,,,,,,,,,,,,
31661,,,,,669974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31647,,,,,,,,,,,,,,,,,,,,,,,601326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216317,,,,,,,,,,
31639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835313,,,,,,,,,,,,,,,,,,,
31636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697840,,,,,,,,,,,,,,,,,
31634,,,3836480,,,,,,,,,,,,,,,,,,,,,4424970,2829760,,,,,,,,,,,,,,,,,,,,4621480,,,,,,,,,,,,,,,,,,
31633,,,,3893400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31632,,,,,784885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811476,,,,,,,,,,,,,,,,
31629,,201387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93302.4,,,,,,,,,,,,,,,,,,,,,,
31618,,,,,,,,,,,,,,,,,,,,,,,,,1885060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560120,,,,,,,,,,,,,,,,,
31615,,,,,,,,,,,,,,,,,,,,162956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91008.5,,,,,,,,,,,,,,,,,,,,,
31607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92856.9,,
31603,,,,,,,,,,,,212934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041340,,,,,,,,,,,,,,,,,
31589,,,,,,,,,,,,,,,,,,,,,,,,,,1056520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31588,,740277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098010,,,,,,,,,,,,,,,,,,,
31585,,,,,,,,,,,,,,,,,,,,,,,1107330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31579,,,,2125080,,,,,,,,,,,,,,,,107164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31578,,,3437910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821580,,,,,,,,,,,,,,,,,,
31577,,,,,,,,,,,,,,,,,,,,,,,,3398360,2023990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624188,,,,,,,,,,,,,,,,
31559,,,,1006190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56360.1,,,,,,,,,,,,,,,,,,,,
31554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115272,,,,,
31548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353202,,,,,,,,,,,,
31546,,,,,,,,,,,,,,,,,,,,,,,1048270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31545,,720294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407970,,,,,,,,,,,,,,,,,,,
31539,,,,,,,,,,286058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198650,,,,,,,,,,,,,,,,,86750.4,
31531,,,2316330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31530,,,,,,,,,,,,,,,,,,,,,,,,2280990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83813.1,,,,,,,,,,,,,,,,,,,,,,,
31522,,,,,,,,,,,,,,,,,,,,,,,,,,1042110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012310,,,,,,,,,,,,,,,,,
31519,,,,3215860,1689930,,,,,,,,,,,,,,,,,,,,3291320,,,,,,,,,,,,,,,,,,,,,,1613180,,,,,,,,,,,,,,,,
31513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350387,,,,,,,,,,,,,,152616,,,,,
31511,,,1610830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,,,,,,,,,,,,,,,,,,,,,,75632.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31485,,647832,,,,,,,,,,,,,,,,,,,,,1238180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78737.2,
31474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597650,,,,,,,,,,,,,,,,,,,
31473,,,,,,,,,,,,,,,,,,,,,,,,3746660,,,,,,,,,,,,,,,,,,,,,3041900,,,,,,,,,,,,,,,,,,
31472,,,3429870,1821590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31471,,,,,,,,,,,,,,,,,,,,,,,,,1659560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31462,,,,,,,,,,,,,,,,,,,87983.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31449,,,,,,,,,,,,,,,,,158641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86126.8,,,,,,,,,,,,,,,,,,,,,,
31439,,,,,,,,,,,,,,,,,,,,,78421.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31438,,,,,,,,,,,,,,,158257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31436,,,,,,,,,,,,,,142937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85540.8,
31432,,,3138460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819194,,,,,,,,,,,,,111054,,,,,,
31431,,405166,,2653160,1142680,,,,,,,,,,,,,,,,,,,3729360,2415680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940690,1762470,,,,,,,,,,,,,,,,,
31428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287455,,,,,,,,,
31426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31423,,,,,,,,,,,,,,,,,,172852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31417,,,,,,,,,,,,,,,,,,,,,,,642568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010540,,,,,,,,,,,,,,,,,,,
31415,,,2764160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31414,,,,,1015620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404570,,,,,,,,,,,,,,,,,,,
31383,,1916750,2901680,,,,,,,,,,,,,,,,,,,,2392550,,,,,,,,,,,,,,,,,,,,,,2649620,,,,,,,,,,,,,,,,,,
31382,,,,,,,,,,,,,,,,,,,,,,,,,1710570,,,,,,,,,,,,,,,,,,,,,1306080,,,,,,,,,,,,,,,,,
31380,,,,970577,,,,,,,,,,,,,,,,,180148,,,2608500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31379,,,,,,,,,,,,,,,,,,103890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150693,,,,,,,,,,,,,,,,,,,,,,,
31369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550882,,,,,,,,,,,,,
31363,,,,,,,,,,,,,,,,,,,,108297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52188.9
31354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65928.6,
31352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327180,,,,,,,,,,,,
31348,,,,,,,,,,,,,,,121246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31344,,,,,,,,,,,,,,,,,,,,,,,789268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31342,,748554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940190,,,,,,,,,,,,,,,,,,,
31331,,,,,,,,,,,,,,,,,,,,,,,,1535450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31328,,,1629950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198810,,,,,,,,,,,,,,,,,,
31311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31308,,,,,,,,,,,,,,,,,,,,,,97373.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80844.1,,,,,,,,,,,,,,,,,,,,,,,
31290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104211,,
31289,,,,,,,,,,,,,,,,,171426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289062,,,,,,,,,,
31287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249275,,,,,,
31285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279,,,,,,,,,,,,,,,,,,,,,,,908114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174891,,,,,,,,,,,,,,,,,,,,,,,,,,
