,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
33471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90284.4,,,,,,,,,,,,,,,,,,,,,
33465,,,,,,,548768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33462,,,,,,,,1299230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883855,,,,,,,,,,,,,,,,,,,981783,1062420,,,,,,,,,,,,
33459,,,,,,,,,,,,,,,,,,,,,,60602.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33452,,,,,,,,,,,,,,,,144356,,,107749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33450,,,,,,,,,,,,,,,124040,,,,,,,,,,,,,,,,,,,,,,148586,,,,,,,,,,,,,,,1587610,,,,,,,,,,,
33449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89095.7,,,,,,,,,,,,,,,,,265419,,,,,,,
33448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092860,,895397,469467,,,,,,,,,,,,,,,,,,1444610,,,,,,,,,,
33447,,,,,,,,,,1607040,,632188,,,,,,,,,,,,,,,,,,,,,1244690,,,,,,,,,,,,,,,,,,,,,1253130,848278,,,,,,,,
33446,,,,,,,,,,,1367360,,477182,292816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207985,,,,,,,,,,,,,,,,,,,,,,,,,,,
33437,,,,,,,563203,,,,,,,,,,,,,,,,,,,,,,,922990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707803,,,,,,,,,,,,,,,,
33401,,,,,,,,1383800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330510,,,,,,,,,,,,,
33399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33398,,,,,,,1288870,,1032320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028560,,,,,,,,,,,,
33397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126550,,1138300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251997,138658,,,,,
33395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394060,,,,,,,,,,,
33394,,,,,,,,,,,,,,185035,,,,,,,,,,,,,,,,,,449925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33393,,,,,,821149,,,,,871068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332482,,,,,,,
33392,,,,,,,,,,1381240,,,317799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552167,,,,,,,,,
33390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619742,,,,,,,,,,,,,,,,,,,,,393202,,,,,,,,
33389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269009,,,,,,,,,,
33373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107902,,,,,,,,,,,,,,,,,,,,,,,,,
33367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33364,,,,,,,991245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33361,,,,,,,,,,1284040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33360,,,,,,,,1666780,2054960,,,,,,,,,,,,,,,,,,,,,1237740,1311200,,529996,,,,,,,,,,,,,,,,,1272980,,1230960,,,,,,,,,,,
33359,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051420,1051150,,,,,,,,,,,,,,,,,,,,,,1126290,,,,,,,,,,,,
33358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98172.4,,
33344,,,,,,,,,,,665903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33343,,,,,,,,,,876443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422629,,,,,,,,,,,,,,,,,,,,,338218,,,,,,,,,
33340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411766,,,,,,,,,,
33328,,,,,,,,,,,,,,,,,,,,,,81103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33324,,,,,,,,,,,,430027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196392,,,,,,,,,,,,,,,,,667187,616047,,,,,,,,,
33321,,,,,,,,,,,544676,,,,,,,,,,,,,,,,,,,,,,539600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33320,,,,,,,,,,1047650,,,,,,,,,,,,,,,,,,,,,,601727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33319,,,,,,,,,1185330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240080,,,,,,,,,,,,
33318,,,,,,,,1367990,,,,,,,,175503,,,,,,,,,,,,,,,1033910,,,,,,,,,,,,,,,,,,,,,1110260,,,,,,,,,,,
33317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33315,,,,,,,,,,,,,,,117459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33313,,,,,,,1311120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33312,,,,,,454592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121680,,,,
33310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942978,,,,,,,,,,,,,
33305,,,,,,,,,,,,,,,,,119746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33301,,,,,,,,1361520,,,,,,,,,,,,,,,,,,,,,,,974058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33299,,128705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128220,,,,,,,,,,,,,,
33289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226552,,,,,,,,,,,,,,,,973283,,,,,,,,,,,,
33288,,,,,,,,,,1172700,,,,,,,,,,,,,,,,,,,,,,,,,,,,115960,,,,,,,,,,,,,,,,494898,,,,,,,,,
33287,,,,,,,,,,,,,250821,,,,,,,,,,,,,,,,,,,691798,,345917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33286,,,,,,,,,767302,,,554504,,,,,,,,,,,,,,,,,,,,,506097,,,,,,,,,,,,,,,,,,,1305750,650613,,,,,,,,,,
33285,,,,,,,,,,,849679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208275,,,,,,
33284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190590,,,,,,,,
33274,,,,,,,931832,522958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164720,,,,,,,,,,,,,,,,,,,,,,,,,,
33273,,,,,,988924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105700,,,,,,,,,,,,,,
33257,,,,,,,,,,,,,,,,,,,,,,,,,,,,960621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33255,,,,,,1057000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33253,,,,,,,1185220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428790,,,,,,,,,,,,,
33252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165160,,,,,,,,,,,,,,
33249,,,,,,,,,,,,,,,340292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188342,,,,,,,,,,,,,,,,,,,,,,,,,
33247,,,,,,,,,,,,,,384385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761300,,,,,,,,,,,,,,,,382729,,,,,,,,,,,,
33245,,,,,,,,1210200,1667350,,2079350,,,,,,,,,,,,,,,,,,,,,1536160,1512920,982826,,593648,249276,,,,,,,,,,,,,,,1608890,,1985350,925406,526127,314131,,,,,,
33244,,,,,,,,,,1939770,,1470900,719432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700680,,,,,,,,,,
33243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106522,,,,,,,,,,,,,,,,,,,,,,,,
33240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091830,,,,,,,,,,,,,
33233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128260,,,,,,,,,,,,,,
33228,,,,,,,,,,,,,,,185782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33227,,,,,,,,,,,,,,,,,,,131515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33217,,,,,,,1130540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743093,,,,,,,,,,,,,
33215,,,,,,,,,,,,,,,,,,,,,,,,,,,588217,,,,,,,,,,,,,,,,,,,,,,961888,,,,,,,,,,,,,,
33214,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110879,,,,,
33200,,,,,,,1052740,,,,297461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205545,,,,,,,,,
33199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489970,,,,,,,,,,,,,,,,,,,,1000900,888599,,,,,,,,,,,,,
33198,,,,,,,,,,1229920,,,,,,,,,,,,,,,,,,,,,1603310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33197,,,,,,,,1997370,,,,,,,,,,,,,,,,,,,,,,1761410,,935592,,,,,,,,,,,,,,,,,,,1856020,1274500,,,,,,,,,,,
33196,,,,,,,,,2241330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33178,,,,,,,,,,,428171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688677,,,,,,,,,,,,,
33171,,,,,,,,,,,,,,,,,,,,132729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33168,,,,,,,,,,,,,,,,,,,,,,,,,,,996900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80844.6,,,,,,,,,,,,,,,,,,,,
33161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208170,,,,,,,,,,,,,,
33159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393222,,,,,,,,,
33157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33156,,,,,,,,,,,,647609,,,,,,,,,,,,,,,,,,1681300,,,,311427,,,,,,,,,,,,,,,,,,1335170,,,,,,,,,,,
33155,,,,,,,,,,1450280,1053750,,,,,,,,,,,,,,,,,,,,,814771,,,,,,,,,,,,,,,,,,,,,777574,,,,,,,,,,
33154,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375160,,,,,,,304285,,,,,,,,,,,,,,,,1544600,,,,,,,,,,,,
33153,,,,,,,,,2012290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068400,,,,,,,,,,,,,,,
33150,,,,,,,,1954440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33149,,,,,,,1455960,,,,,,,,,,,,,,,,,,,,,,1271780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33147,,,,,,,,,,,,,,,,,,,,,,,,,,,916390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690440,,,,,,,,,,,,,
33109,,,,,,1132360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106029,,,,,,,,,,,,,,,,,,,,,,,,
33108,,,,,,,1861670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828670,,,,,,,,,,,,,,
33106,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998417,,,,,,,,,,,,,,,
33103,,,,,,,,,,,,496741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014630,,870766,,,,,,,,,,,,,,,,,,,,1487140,656869,,,,,,,,,,
33099,,,,,,,,2065560,,,,,,,,,,,,,,,,,,,,,,,1965810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33098,,,,,,,,,2342620,1302370,,,,,,,,,,,,,,,,,,,,,,,,301773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33097,,,,,,,,,,,566357,,,,,,,,,,,,,,,,,,1369290,,,,,,,,,,,,,,,,,,,,,2354740,2183290,,,,190558,,,,,,,,
33085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241003,,,,,,,
33083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263447,,,,,,,,,
33082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505647,,,,,,,,,,
33078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890701,,,245673,,,,,,,,
33074,,,,,,,,1269990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33070,,,,,,938481,1295890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938928,,,,,,,,,,,,,
33069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857000,,,,,,,,,,,,,,
33062,,,,,,,,,,,,,,,,,,,110217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667562,,,,,,,,,,,,,,,,
33053,,,,,,,1556900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33052,,,,,,,,,,,,,,,,,,,,,,,,,,,1135450,1832560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33043,,,,,,,,,,,,,,,,,,,,102139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33035,,,,,,,,2081640,,,,,,,,,,,,,,,,,,,,,,1388100,,,,,,,,,,,,,,,,,,,,1692370,,,,,,,,,,,,,
33034,,,,,,,,,1119320,636594,,,,,,,,,,,,,,,,,,,1124600,,667947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33033,,,,,,,1579570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442870,,738940,,,,,,,,,,,,
33031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929209,,,,,,,,,,,,,,,
33030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33029,,,,,,1790210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33026,,,,,,,,,,,,,,,,,,,,,,,,,,,1666080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33024,,,,,,,,,,,,,,,,,,,,,,,,,,1252540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33017,,,,,1125380,,,,,,,,,,,,,,,117192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33008,,,,,,,,,,,,,,,,,,,,,,,,,,,1577740,,,,,,,,,,,,,,,,,,,,,,,,,,,,321291,,,,,,,,
32996,,,,,,,1547180,,,1018880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140890,,,,,,,,,,,,,,
32995,,,,,,,,3010690,2081920,,,,,,,,,,,,,,,,,,,,2038020,,,1251340,535867,,,,,,,,,,,,,,,,,,2420250,,,,,,,,,,,,
32994,,,,,,,,,,,,230195,,,,,,,,,,,,,,,,1759180,,2575370,1280960,,,,,,,,,,,,,,,,,,,2335120,,1308300,,,,,,,,,,,
32993,,,,,,,,,,,446137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32990,,,,,,1412040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364570,,,,,,,,,,,,,,,
32975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115540,,,,
32968,,,,,,,,,,,,,,,,,,,,,,,,,,1169290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32967,,,,,,1176510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116921,,,,,,
32956,,,,,,,,,,,,,,148440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741490,,,,,,,,,,,
32954,,,,,,,,,2676240,1518190,,,,,,,,,,,,,,,,,,,,,,1102980,,,,,,,,,,,,,,,,,,,,,967047,384502,,,,,,,,,
32953,,,,,,,,2641590,,,508816,,,,,,,,,,,,,,,,,2347750,,,2042130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32952,,,,,,,,,,,,292504,,,,,,,,,,,,,,,,,1870720,2451470,,,,,,,,,,,,,,,,,,,,2221810,2460940,,,,,,,,,,,,
32951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384840,,,,,,,,,,,,,,
32950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601759,,,,,,,,,,,,,,640326,,,,,,,,,,,,,,,,
32949,,,,,,,2584710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275390,,,,,,,,,,,,,,,
32948,,,,,,1845630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32945,,,,,,,,,,,,,,,,,,,,,,,,,,729842,1262890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32936,,,,,,,,,,,,,,,123828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32928,,,,,,,,,,,,,,,,,,,,,,,,,,,860075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32927,,,,,,,,,,,254577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32923,,,,,,,,,,,,,,,,,,,,,,,,,,831915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
