,Sample name,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Name,
32724,,,,,,,,,,,,,,,,,,,,,,1218340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32721,,693382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2282490,,,,,,,,,,,,,,,
32715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255422
32710,,,,,,,,,,,,,,,,1605430,,,,,,,,,,,,,,,,,5258480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428100,,,,,,,,,,,,,,,,,,,,,,,,,,,
32707,,,,,,,,,,,2916190,,,,,,,,,3068220,,,,,,,,,,,,2864770,,,,,,,,,,,,,,,,,,,,2591670,1543130,,,,,,,,
32706,,,,,,,,,6695490,,,,,,,,,,,,,,,,,,,,,18194500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32705,,,,,,,,,,,,,,,,,,,1753650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32704,,,,,,,,,,,,,,,,,,,,,,,,,,,13119600,,,,,,,,,,,,,,,,,,,,,,9233970,12262700,10874500,,,,,,,,,,
32703,,,,,,,11624000,21745400,,,,,,,,,,,,,,,,,,,,11943900,30238200,,,,,,,,,,,,,,,,,,,5416430,,,,,,,,,,,,,
32702,,,,,4891670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32701,,,,,,,,,,,,,,,,,,,,,,,,,,5264110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206884,,,,,,,,,,,,,,,,,,
32689,,,,,,,,,,,,,,,,,,,,,,1232930,,,,,,,,,,,,,,,,,,,,,,,,1233990,,,,,,,,,,,,,,,
32685,,,,,,,,,,,,,,,,,,,,,,,,,6366640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400937,,,,,,,,,,,,,,,,,
32672,,,,,,,,,,,,,,,,1435320,,,,,,,,,,,,,,,9703840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34869.4,,,,,,,,,,,,,,,,,,,
32669,,2941220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4662810,,,,,,,,,,
32667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17614600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32664,,,,,,,,18313200,,,,,,,,,,,,,,,,,,,,,17082300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32663,,,,,,,,,5928320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661,,,1789720,,,,,,,,,,,,,,,,,,,,,,5803730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32660,,,,,,,,,,,,,,,,,,,,,,,,,,11743500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32659,,,,,,11963400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541399,2051330,,,,,,,,,,,,,,,
32658,,,,,,,15643400,,,,,,,,,,,,,,,,,,,,,19492300,,,,,,,,,,,2129500,,,,,,,,,,8527420,,,,,,,,,,,,
32657,,,,,,,,,,,,,,,,,,,,,,,,,,,19462600,,,,,,,,,,,,,,,,,,,,,5876430,,,,,,,,,,,,,
32656,,,,,,,,,,,,,,,,,,,,1549210,,,,,,,,,,,,,,,,,,,,,,,,262159,,,,,,,,,,,,,,,,,
32650,,,,,,,,,,,,,,,,,,,,,,1373020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32646,,,,,,,,,,,,,,,,,,,,,,,,7320460,,,,,,,,,,,,,,,,,,,,,,,,,,9112960,7957330,,,,,,,,,,
32644,,,,,,,,,,,,,,,4024980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32643,,,,,9715240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32642,,,,,,,,,,,,,,,,,,,,,,,,,8549120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754580,,,,,
32639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241390,,,,,,
32637,,,,,,,,,,,,,,,,,,1604420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32635,,,,,,,,,,,,,,,,,1629610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650912,,,
32633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12511400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16358000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243354
32631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164368,,,,,,,,,,,,,,,,,,
32630,,,,,,,,,,14684500,,,,,,,,,,,,,,,,,,,,,26825300,13312100,4499790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32629,,,,,,,,,16198700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13825100,,,,,,,,,
32611,,979628,,,,15829100,,,,,,,,,,,,,,,,,,,,,20423200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32603,,,,,,,,,,,,,,,,,,,,,,,,5475060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32602,,,,,,,20029500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804570,,,,,,,,,,,,,
32600,,,,,,,,,,,,,,,,,,,,,,,2330630,,5838110,,,,,,,,,,,,,,,,,,,,,,,,10628200,,,,,,,,,,,,
32599,,,,,,,,,,,,,,,,,,,,,,,,,,,,20212400,,,,,,,,,,,,,,,,,1099810,,,,,,,,,,,,,,,,
32598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987484,,,,,,,,,,,,,,,
32597,,,,,,,,,,,,,,,,,,,,,,991081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279730,,,,,,,,,,,,,,
32589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10353800,,,,,,,,,,,,,,,,,,7500620,,,,,,,,326116,,,
32588,,,,,,,,,15173700,,,,,,,,,,,,,,,,,,,,,,17953200,,,,,,,,,,,,,,,,,,,,,10645800,,,,,,,276116,,
32587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12428000,,,,,,,,,,
32586,,,,,,,,,,,,,,,,1760240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19065400,11751000,,,,,,,,,,,,,136879,,,,,,,,,,,,,,,,,,
32583,,,,,,,,15206000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32579,,1367210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977480,,,,,,,,,,,,,
32577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342310,,,,
32576,,,,,,,,,,,,,,,,,,,,,,,2485190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32575,,,,,,,,,,,,,,,,,,,,,,,,3066410,,,,,,,,,,,,,,,,,1872220,,,,,1801250,,,,,,,,,,,,,,,
32570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440499,,,,,,,,,,,,,,,,
32564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582420,,,,,,
32563,,,,,,,,,,,,,,,,,,,,,,,,,,,,16224900,,,,,,,,,,,,,,,,,,,,,,5127020,,,,,,,,,,,
32561,,,2883880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32560,,,,,,18258300,19894800,,,,,,,,,,,,,,,,,,,,21223600,,,,,,,,,,,,,,,,,,,,2988170,,9306650,,,,,,,,,,,,
32559,,,,,,,,,,,,,,,,,,,,,,,,,,11642800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968730,,,,,,,,,,,,,
32556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401180,,,,,,,,,,,,,,,,,,,,,,,,
32546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977200,,,,,,,,,,,,,,,,,,,,,,,
32542,,,,,,,,,14270800,,,,,2231260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32541,,,,,,,,36193100,,,,,,,,,,,,,,,,,,,,11864400,38419300,41181100,,,,,,,,,,,,,,,,,,,,,20138000,,,,,,,,,,
32540,,,,,,,,,,,,,3723210,,,,1709700,,,,,,,,,,7713560,,,,,,,,,,,,,,,,,,,,,,,17278900,,,,,,,,,,,
32539,,,,6753280,,,,,,,,,,,,,,,,,,,,,7247760,,,,,,,,,,,,,,,,,,,,,2431100,,,,,,,,,,,,,,,
32538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9623720,,,2673600,,2537750,,,,,1279380,,,,,,,,,,,,,,,,,,,,
32529,,,,,,,,,,,,,,,,,,,,1621700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32526,,,,,,,17895100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32525,,,,,,,,,,,,,,,2561500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,,,,,,,,,,,,,,,,,,,,,,,,,16288400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32523,,,,,,,,,,,,,,,,,,1801460,,,,,,,,10915200,,,,,,,,,,,,,,,,,,,,,,,5512670,,,,,,,,,,,,
32521,,,,,,,,,,,,,,,,,,,,,,,,,,,12940200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32519,,,,,,,,,,,,,,,,,,,,,,,,,5183580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32518,,,,,13463800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983080,,,,,,,,,,,,,,
32517,,,,,,11596400,,,,,,,,,,,,,,,,,3711290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225882,,,,,,,,,,,,,,,,,,
32505,,,4705290,,,,,,,,,,,,,,,,,,,1643660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953434,,,,,,,,
32503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565890,,,,,
32501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25346200,,,,,,,,,,,,,,375204,,,,,,,,,,,,,,,,,
32500,,,,,,,,,,,,,,2123830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14357900,4029770,,,,,,,,,
32499,,,,,,,,,11995400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13738600,,,,,,,,,,,
32498,,,,,,,18569800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4853680,,,,,,,,,,,,,
32496,,,,,,,,,,,,,,,,,,,,,,,,,8133500,,,,,,,,,,,,,,,2147900,,,,,,3570560,,,,,,,,,,,,,,,
32495,,,,9978540,,,,,,,,,,,,,,,,,,,,11905800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362320,,,,,,,,,,,,,,
32493,,,,,,12611100,,,,,,,,,,,,,,,,,,,,,,15771300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32491,,,,,,,,,,,,,,,,,,,,,,,,,,12276600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7079090,,,,,,,,,,,,
32488,,,,,,,,28786700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30775400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19417000,,,,,,,,,,,,,,,,,,,,,,,,,,,418026,,,,
32483,,,,,,,,,,,,,,,,,,,,,,,,,,,11405600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358287,,,
32465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680060,,,,,,,,,,,,,345331,,,,,,,,,,,,,,,,,
32464,,,,,,,,,,4715540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7014400,,,,,,,,,,,,,,
32461,,,,,,,,,,,,,,,,,,,,,,,,,14056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32460,,,,,,,,,,,,,,,,,,,,,,,5171940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32459,,,,,16453800,,,,,,,,,,,,,,,,,,,,,27166300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32456,,,3793970,,,,,,5881480,,,,,,,,,,,,,1181000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183370,,,,,,,,,,,,,
32454,,,,7511810,,,,,,,,,,,,,,,,,,,,,,,22436400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32453,,,,,,15401900,24137000,,,,,,,,,,,,,,,,,,,,,28750800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13365600,,,,,,,,,,,,
32451,,,,,,,,,,,,,,,,,,,,,,,,4695720,,,,,,,,,,,,,,,,,,,,,,3059030,,,,,,,,,,,,,,,
32445,,,,,,,,15118000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109840,,,,,,,,,,,
32443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713321,,,,,,
32442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17765400,,,,,,,,,,,,,,,,,,,,,,5698800,,,,,,,,,,
32441,,,,,,,,,,,,,,,,,1675810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32438,,,,,,,,,,,,,,,,,,,,,,,,,,,14951700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280476,,,
32434,,1275180,,,,,,,,,,3084880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86249.9,,,,,,,,,,,,,,,,,,,
32433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085010,,,,,,,,,,,,260496,,,,
32431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226468,,
32427,,,,,,,,,,,,,,,,,,,,,,,,,9350670,,,,,,,17520400,8145750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32425,,,,,,,,,5759670,7659920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11138000,,,,,,,,,
32424,,,,,,,,,,,,,,,,,,,,,,,,6269280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20658600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312580,,,,,,,,,,
32420,,,,,8756620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304360,,,,,,,,,,,,,,
32419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700710,,,,,,,,,,,
32416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7409650,,,,,,,,,,,,
32415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12628200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7148360,,,,,,,,515964,,,,,
32413,,,,4377480,,,15389500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32412,,,,,,,,,,,,,,,,,,,,,,,,,,,17392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,1005730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32397,,,,,,13497800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32396,,,,,,,25990500,,,,,,,,,,,,,,,,,,,,,30912900,,,,,,,,,,,,,,,,,,,,,15207500,9473970,,,,,,,,,,,
32395,,,,5868360,,,,,,,,,,,,,,,,,,,,3358100,,,,,,,,,,,,,,,,,,,,,,3338590,,3615810,,,,,,,,522409,,,,,
32394,,,,,,,,,,,,,,,2276150,,,,,,,,,,,,25708200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803041,,,,,,,,,,550271,,,,,,
32392,,,,,5669030,,,,,,,,,,,,,,,,1713130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32390,,,,,,,,,,,,,,,,,,,,,,,3497360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178798,,,,,,,,,,,,,,,,,,
32381,,,,,,,,,,,,,,,,,,,,2538140,,,,,,,,,,,,,,,,,,,,,,,,,,,3066840,,,,,,,,,,,,,338044,
32380,,,,,,,,,,,,,,,,,,,,,,,,,12877700,,,,,21079700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4662110,,,,,,,,,,,,,,,,,,,9770920,,,,,,,,,,,249558
32378,,,,,,6557580,,,9434030,,,,,,,,,,,,,,,,,9597730,,21833600,25393000,,,,,,,,,,,,,,,,,,,,,,14016900,,,,,,,,,,
32377,,,,,,,,18968400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189560,,,1715920,,,,,,,,,
32373,,,,,,,,,,,,,,,,,1849750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877790,,,,,,,,,,,,,
32371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196360,,,,,,
32369,,,,,6794060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32356,,,,,,,,,,,,,,,,,1593710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32354,,,,,,,15300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300690,,,,,,,,,,,,,,,,,,
32353,,,,,,,,,,,,,,,,,,,,,,,,,,,,22895100,,,,,,,,,,,,,,,,,551169,,,,,,,,,,,,,,,,
32352,,,,,,14016800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32351,,,4014070,,,,,,,,,,2675750,,,,,,,,,2139020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32350,,1519590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399430,,,,,,,,,,,,,,,
32349,,,,,5803050,,,,,,,,,,,,,,,,,,,6502550,11248600,15516300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560590,,,,,,,,,,,,,
32347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192220,,,,,,,,,,,,,,
32345,,,,9550180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55021.2,,,,,,,,,,,,,,,,,,,
32339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32338,,,,,,,,,16487900,,,,,,,,,,,,,,,,,,,,,38598100,,,,,,,,,,,,,,,,,,,,,19537900,,,,,,,,,,
32337,,,,,,,,28664900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7682340,18333400,,4912800,,,,,,,,,
32335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13668300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32334,,,,,,,,,,,,,,,,,,,,,,,,,,,15629000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32333,,,,,,,,,,,,,3613500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642190,,,,,,,,,,,,,,,,,,,,,
32331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453870,,,,,,,,,,,,,,,,,,,,,,,,
32329,,,,,,,,,,,,3465650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373393,,,,
32320,,,,,,,,,,,,,,,,,,,,,,,2435070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32316,,,,,,,,,,,,,,,,,,,,,,,,,12522800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
